Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,10453.998302895745,7925.046143269495,12.0748,12.2379,87.9252,26206.328973699827,23891.559564059688,23.6854,27.274,76.3146,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2356.691322153789,2094.9794731768256,27.3164,32.8435,72.6836,1673.864962373013,1566.3819391353738,14.5809,15.8672,85.4191,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,1150.221946740691,934.2673776004433,5.7683,6.0271,94.2317,7819.635752169811,7450.379564773309,32.5047,39.2677,67.4953,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,354.60333227633663,320.1223730152485,9.1991,9.7298,90.8009,694.4599827887406,604.5001297966948,12.7645,13.8834,87.2355,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,152.69105378246624,136.78818990387475,21.2023,20.9015,78.7977,396.97284362141727,348.6263862233571,25.3395,29.8773,74.6605,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,106.5395052057765,90.26628565298998,5.673,5.8396,94.327,461.5475179336498,397.8157237261346,20.1904,23.1726,79.8096,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,504.0462228059226,457.18866216827456,11.4653,12.3023,88.5347,1396.3057010885195,1259.524645575785,25.6136,30.2061,74.3864,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,2148.7254436019425,1840.5510102583949,15.7139,14.4519,84.2861,3591.380560600952,3013.9756763276946,36.9075,28.8104,63.0925,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1455.241235145541,1283.1961110895618,12.2769,13.286,87.7231,3818.8700083913554,3465.288634840294,23.5796,27.2534,76.4204,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1619.5810051002122,1530.9218319277434,39.4398,50.0133,60.5602,2238.8959599054233,2106.674464905551,31.946,38.8398,68.054,85,18,19
AMD,Information Technology,2.4317155525803327,0.9990244621701186,8,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.0726839272994626,0.01,6,0.347,0.463,0.574,0.739,802.2815021088492,683.0019490403099,39.8037,51.7684,60.1963,3437.8701324419185,3174.9252053182645,53.6363,75.352,46.3637,85,18,19
