Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2735.1864467583005,1668.325401830755,2920.953003840814,636.8921909158482,6967.202792455844,4,2533.6265271382663,1524.7387819760781,2717.5422868452465,607.0375456973196,6477.99099890359,4,20.4649,23.00975,9.86942889972194,6.3833,29.4568,4,23.726924999999998,26.49255,12.133551725243793,6.6333,35.2893,4,79.5351,76.99025,9.86942889972194,70.5432,93.6167
Consumer Discretionary,12,3240.7334116875663,1675.060563153601,3035.372782151319,270.99729855468036,9389.332056699575,12,2796.320815422046,1537.038856911071,2563.6381201308654,230.12129602567458,7352.398513681116,12,27.158308333333334,25.89535,12.275158828112115,8.4441,47.1429,12,27.848658333333333,26.73745,15.126362142387427,8.0236,62.1269,12,72.84169166666668,74.10464999999999,12.275158828112113,52.8571,91.5559
Consumer Staples,19,2567.5581569322585,544.5015341530907,3084.6821187229375,239.77127088119767,8978.272606514598,19,2292.815708444188,481.8068342186075,2816.4993248800283,211.8830922380096,8459.457870351158,19,14.268773684210526,9.1016,11.469869126970217,1.8448,44.8662,19,15.94093157894737,8.4275,14.580057844727984,1.8256,59.4326,19,85.73122631578947,90.8984,11.469869126970218,55.1338,98.1552
Energy,9,9864.747992756722,3324.7117254424084,13490.343685119802,742.273609239255,37919.67114183939,9,9163.964496515513,3030.2858708338654,12511.689262786258,677.760481650494,35112.689607274995,9,46.26971111111111,45.5646,12.253469625930899,24.3438,69.726,9,63.41412222222223,60.6097,22.082016417595206,28.287,109.5291,9,53.73028888888889,54.4354,12.253469625930899,30.274,75.6562
Financial ,22,4838.927877198855,1788.6804666309995,6735.546773563353,194.18891616637174,24472.286365811105,22,3854.4115631201425,1428.7959672105221,5365.473834176506,175.12032690219735,19041.586086994495,22,49.2597409090909,24.96565,111.87494884147021,10.5233,548.2768,22,30.28899090909091,28.0319,14.193404131963787,11.4405,59.2758,22,50.7402590909091,75.03434999999999,111.87494884147021,-448.2768,89.4767
Healthcare,18,3068.114687746159,1849.3302483011107,2789.3765672806053,288.0855854386336,8595.251534692758,18,2641.4394333181717,1620.427274386232,2439.323783676445,224.54178921349433,7596.507188041728,18,16.457422222222224,15.08255,10.57452489009515,1.9008,32.6893,18,17.66298888888889,14.580449999999999,12.72571469717858,1.9115,40.9945,18,83.54257777777778,84.91745,10.574524890095145,67.3107,98.0992
Industrials,32,1651.8881763851514,948.0556251225227,1632.7098290303072,158.76866679029104,6192.477459247596,32,1451.376737721041,821.2971977845764,1422.4108047789834,128.45194731817185,5083.685551694962,32,19.796775,18.1079,13.621618510010403,4.7044,74.8505,32,23.00345625,19.37265,21.376927104541075,4.6408,127.3511,32,80.203225,81.8921,13.6216185100104,25.1495,95.2956
Information Technology,14,4331.465307848547,2154.1597336178693,6587.763813578993,396.97284362141727,26206.328973699827,14,3838.052380355625,1913.8140020329758,6017.926846223941,348.6263862233571,23891.559564059688,14,24.08115,24.51245,13.509707917115351,7.0402,53.6363,14,25.72259285714286,24.06785,16.971020406448723,7.3619,75.352,14,75.91885,75.48755,13.50970791711535,46.3637,92.9598
Materials,9,1105.9329825752977,759.4151094811286,1000.3052084871792,301.14487548299445,3598.477290904323,9,1016.7443117508836,696.900265689295,921.8602182374744,265.2046323087041,3282.2899105104116,9,21.0189,15.4339,13.167727249225663,7.1015,48.6781,9,24.680400000000002,15.6574,18.68348331896384,7.4299,65.5214,9,78.98110000000001,84.5661,13.16772724922566,51.3219,92.8985
Real Estate,1,498.9935274560631,498.9935274560631,,498.9935274560631,498.9935274560631,1,357.8625860302765,357.8625860302765,,357.8625860302765,357.8625860302765,1,15.0046,15.0046,,15.0046,15.0046,1,16.1056,16.1056,,16.1056,16.1056,1,84.9954,84.9954,,84.9954,84.9954
Utilities,16,1051.494613667764,785.1436808764352,880.5610830775262,274.9431692616345,3851.2171154606795,16,931.0738168916101,694.7891793077384,851.2795767538356,225.639933965144,3696.2510673734832,16,22.72745625,19.750500000000002,14.130704279167817,10.3698,71.0842,16,24.1506625,22.85475,10.194802942537274,11.1398,50.9983,16,77.27254375,80.24950000000001,14.13070427916782,28.9158,89.6302
