Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,1734.993118836001,819.2639852564147,2225.4959633356975,288.848169335757,5012.596335495417,4,1532.4415563967414,642.9577211279241,2082.46614680883,227.86239605729173,4615.9883872738255,4,11.154725,8.83575,8.99616290699355,2.9622,23.9852,4,10.19495,8.6171,7.465716767777001,2.9058,20.6398,4,88.845275,91.16425000000001,8.996162906993565,76.0148,97.0378
Consumer Discretionary,12,2728.0681136907083,1530.3264820675672,2905.09021738708,563.3477194183869,8848.055497661524,12,2352.438551623402,1212.3118828812014,2663.877982132508,347.61981517062344,8275.22632642253,12,27.506600000000002,18.5128,21.912909014385278,11.3851,75.2214,12,24.211250000000003,18.75325,15.075920284257036,10.7216,50.1059,12,72.4934,81.4872,21.91290901438527,24.7786,88.6149
Consumer Staples,19,3550.5119124043053,757.4649756832204,5307.736956349179,225.23496096206216,21476.960796679847,19,3113.6234065770345,648.0168540533139,4609.8179684412935,173.9852697541561,18895.040673647814,19,14.599463157894736,13.5187,6.873890815753519,4.2428,28.5561,19,16.163331578947368,14.889,8.194444702700364,4.0679,33.9894,19,85.40053684210527,86.4813,6.873890815753522,71.4439,95.7572
Energy,9,5804.9533347013175,1573.471597974912,7982.637043274058,295.583466226073,22669.978486967655,9,5201.24071524516,1477.453976822494,7155.952958980557,223.78759951294998,20321.067630521935,9,28.763833333333334,27.1623,12.448962185660298,8.5532,50.8174,9,31.248611111111114,28.7123,16.30763466680901,8.7128,58.5233,9,71.23616666666666,72.8377,12.448962185660298,49.1826,91.4468
Financial ,22,4624.971856081448,1532.5912946595013,6626.9839730298,234.37958415948307,26923.109203543554,22,3788.4285435312904,1246.4843102287812,5402.88131770131,207.20689955595103,21445.157378297066,22,42.17563181818182,26.901400000000002,82.17027193606602,7.5966,408.2379,22,27.913468181818185,29.78865,11.427410627183777,7.8878,49.209,22,57.82436818181818,73.0986,82.170271936066,-308.2379,92.4034
Healthcare,18,4186.467744003354,3136.6365620400147,4706.357503478856,314.875226787152,18281.479450418396,18,3483.738901968943,2576.5440506646682,3847.1512850059908,199.00167925856266,15390.734905207511,18,18.443944444444444,16.0808,11.695275336608582,2.9877,41.5341,18,20.48177777777778,17.47945,13.878452982890442,2.942,50.2699,18,81.55605555555556,83.9192,11.695275336608583,58.4659,97.0123
Industrials,32,1686.21059366774,890.3727751696258,2174.371404891659,245.29040978476243,9266.61070031136,32,1486.601935777097,770.1062653361726,1995.660785214534,199.84391234727175,8780.174799579267,32,18.818728125,14.80225,14.56947349842957,5.2082,70.4208,32,19.47791875,15.679,13.18187338143381,5.3645,60.8274,32,81.181271875,85.19775,14.569473498429568,29.5792,94.7918
Information Technology,14,5777.961556630945,3087.1100337941316,9472.494474066267,496.2175733968928,37894.85849669278,14,5199.982790688203,2694.5389651224473,8986.503688398112,414.0841664150617,35819.93524544538,14,30.1646,31.0719,13.889304202985727,7.665,59.5367,14,34.99207857142857,32.63655,21.226715132484802,7.5232,89.3842,14,69.8354,68.9281,13.889304202985725,40.4633,92.335
Materials,9,1102.6938856027907,851.4650715755976,898.6247397349692,263.09445430045895,3098.8355844024145,9,956.795429466561,737.6890187206989,811.4033897162709,193.67426551968285,2812.468557792614,9,18.82801111111111,17.5704,10.236021659126708,7.7076,38.1441,9,20.987044444444443,17.1504,13.863403802557935,7.9369,49.086,9,81.17198888888889,82.4296,10.236021659126711,61.8559,92.2924
Real Estate,1,622.640719134423,622.640719134423,,622.640719134423,622.640719134423,1,460.4584917729525,460.4584917729525,,460.4584917729525,460.4584917729525,1,19.6308,19.6308,,19.6308,19.6308,1,23.0277,23.0277,,23.0277,23.0277,1,80.3692,80.3692,,80.3692,80.3692
Utilities,16,1108.6733298989939,873.6410789349388,1052.888708398844,349.02002649108607,4663.565055782579,16,980.4375334303146,703.1379888685694,979.7421790829185,279.33932002094065,4306.427845466217,16,24.0586625,21.22535,16.447410008666004,10.8953,81.3791,16,24.134293749999998,24.48545,10.908935412432552,11.2166,54.7761,16,75.9413375,78.77465000000001,16.447410008666004,18.6209,89.1047
