,count,mean,median,std,min,max
RMSE,156.0,3140.100009391894,1249.3465122446514,5197.961854512356,158.76866679029104,37919.67114183939
MAE,156.0,2734.9681436229043,1087.888203589384,4617.049505784022,128.45194731817185,35112.689607274995
MAPE (%),156.0,25.728770512820514,20.181150000000002,44.32595622692481,1.8448,548.2768
sMAPE (%),156.0,25.69137628205128,22.493699999999997,19.111147087434677,1.8256,127.3511
Accuracy (%),156.0,74.27122948717948,79.81885,44.325956226924816,-448.2768,98.1552
