,count,mean,median,std,min,max
RMSE,156.0,3202.70997545912,1241.6950634332584,5192.379434992369,225.23496096206216,37894.85849669278
MAE,156.0,2766.098763504655,1093.7075663902087,4584.699637712058,173.9852697541561,35819.93524544538
MAPE (%),156.0,24.162451923076922,18.5571,33.87611661355281,2.9622,408.2379
sMAPE (%),156.0,23.16452692307692,19.69105,14.339032223263416,2.9058,89.3842
Accuracy (%),156.0,75.83754807692308,81.44290000000001,33.87611661355281,-308.2379,97.0378
