,count,mean,median,std,min,max
RMSE,153.0,5186.183397434245,1704.489439685679,10714.71625232634,40.71694972756662,70325.26578691331
MAE,153.0,5079.264258091745,1685.733154296875,10638.500491400544,40.12646484375,69365.3359375
MAPE,153.0,28.75148210650176,25.19596290588379,20.80361048051158,1.4697813987731934,125.55467987060547
WAPE,153.0,28.831796520967888,25.137844681739807,20.74127000924926,1.4701928943395615,124.39652681350708
sMAPE,153.0,34.02609627465017,26.650222778320312,26.44894750552868,1.4700196981430054,136.555908203125
