firms_predicted,rows_predicted,PANEL_MAE,PANEL_RMSE,PANEL_MAPE,PANEL_WAPE,PANEL_sMAPE
153,532,5101.75927734375,11700.092991083447,28.699905395507812,33.61220359802246,33.825286865234375
