Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,1832.9325946671368,1858.8555819086732,1819.161219862917,194.62272497101335,3419.3964898801873,4,1581.6951867499442,1532.993033860694,1604.3621446186803,154.39187023774,3106.402809040649,4,9.270075,7.84055,4.167819626915253,6.2389,15.1603,4,8.9266,7.6485,3.756180240616789,6.1324,14.277,4,90.729925,92.15944999999999,4.167819626915258,84.8397,93.7611
Consumer Discretionary,12,2948.5649246140324,1395.5463945506572,3527.889097768693,344.9911178086973,11682.064685046033,12,2595.439789877329,1283.020940140239,3229.2243937506214,273.66395158581815,11036.73415334072,12,24.27775,21.157600000000002,16.337430301805842,11.2154,73.4946,12,22.99851666666667,18.63785,11.44161874051628,12.2654,52.0809,12,75.72225,78.8424,16.33743030180584,26.5054,88.7846
Consumer Staples,19,4904.6269551259265,734.9363950846625,8435.814959641802,225.88008235046405,30389.164131473237,19,4366.819865493645,645.4001521603357,7368.288421248268,173.69425918703504,26901.724104231063,19,16.4369,15.2199,7.597692554541368,4.9752,31.5929,19,18.487115789473684,16.5988,9.424230489969469,5.0974,39.1322,19,83.5631,84.7801,7.597692554541367,68.4071,95.0248
Energy,9,5792.207090615581,1771.702421655011,7748.270257646392,411.21911378028756,22303.16147366291,9,5180.716016695336,1646.020230264431,6936.49918158763,350.5940791329594,19977.05101824912,9,30.65418888888889,29.7916,10.393081847729823,19.564,51.484,9,33.70124444444444,28.181,14.61883456941003,17.3283,62.0535,9,69.34581111111112,70.2084,10.393081847729823,48.516,80.436
Financial ,22,4655.422397290508,1521.261477223153,6655.728020768076,154.33888400538464,26824.9768609613,22,3802.6281859497103,1200.2268902195487,5412.931234331589,112.80965658939414,21330.778919153425,22,41.64120454545454,26.50145,81.62602466158565,6.409,404.7475,22,27.759745454545456,29.323549999999997,12.340113830713976,6.6477,51.6653,22,58.35879545454545,73.49855,81.62602466158565,-304.7475,93.591
Healthcare,18,3977.6981287102835,2632.375338455753,4829.662518311058,314.8170603825022,21705.340926834415,18,3442.986117694534,2425.8678409924087,4207.0646342531845,220.37321291159643,18979.95002613623,18,19.057044444444443,16.6065,10.662656583291174,3.149,40.2791,18,21.809849999999997,18.08645,14.031540521530518,3.1031,50.5469,18,80.94295555555556,83.39349999999999,10.662656583291172,59.7209,96.851
Industrials,32,1601.9637613752257,897.2172519302098,1793.5570242718597,66.05972038841347,7875.998252898355,32,1397.2985969097533,792.485126425451,1612.231521192318,55.53839288169138,7341.878113234111,32,17.982196875,15.71715,11.784219416755953,2.8606,52.9918,32,18.770984375,16.8123,11.004848167412964,2.9121,48.1528,32,82.017803125,84.28285,11.784219416755953,47.0082,97.1394
Information Technology,14,7315.869226454974,3475.3339215512815,11349.317231416371,466.41048708085015,40126.33274240295,14,6618.514526938348,2842.54520384474,10712.406394589952,395.6497363928814,38651.50316105013,14,33.33933571428572,35.79605,13.788575099954597,7.5085,60.5538,14,39.74467857142857,35.4215,22.290030274548187,7.3883,91.6552,14,66.66066428571429,64.20394999999999,13.7885750999546,39.4462,92.4915
Materials,9,1208.692150198874,713.2172720389328,972.044737532413,242.0675801267885,3132.6875021790197,9,1038.2101677674768,645.461414385545,861.6412044834512,213.1572750603969,2841.8672179670175,9,20.782022222222224,21.2925,13.23229312834493,5.8482,47.0109,9,24.365844444444445,18.7962,18.834378202711594,5.9185,64.8303,9,79.21797777777778,78.7075,13.232293128344926,52.9891,94.1518
Real Estate,1,621.6674319969806,621.6674319969806,,621.6674319969806,621.6674319969806,1,459.37031988225186,459.37031988225186,,459.37031988225186,459.37031988225186,1,19.5715,19.5715,,19.5715,19.5715,1,22.9591,22.9591,,22.9591,22.9591,1,80.4285,80.4285,,80.4285,80.4285
Utilities,16,970.7698442411266,843.4861406628393,740.2894055713127,348.73343801178635,3279.4115303404083,16,849.5998137600833,659.424758097838,689.8629289974341,279.21463730580115,3037.346266164016,16,21.39858125,20.3619,10.833055648659723,10.9123,57.8324,16,21.8512875,20.456000000000003,8.018490983460252,11.1461,42.8087,16,78.60141875,79.63810000000001,10.833055648659723,42.1676,89.0877
