Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,14222.036271138326,10452.828850592125,14.7813,16.5223,85.2187,28373.983581525295,26656.212340505,26.6795,31.0552,73.3205,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2265.3533036511067,2021.6266646537103,26.4008,31.4482,73.5992,2006.202159110911,1924.2563840405048,17.985,19.8865,82.015,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,2035.7559219400391,1915.032106493546,11.9772,12.8307,88.0228,7649.673942003783,7288.3592806121205,31.8014,38.2324,68.1986,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,568.2430380935307,509.6406755638608,14.6148,16.0317,85.3852,984.972231102667,861.1754412997536,18.1853,20.523,81.8147,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,153.4946816184519,137.0794006846348,21.0862,20.9456,78.9138,296.9002009714061,266.2108459826927,19.5142,21.9743,80.4858,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,137.54264413897133,113.0179060998664,7.0593,7.3473,92.9407,458.3945445981371,389.60196254423505,19.6151,22.4924,80.3849,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,208.71016802823428,160.82047329406237,4.0562,4.0705,95.9438,1055.3781129939057,940.0891350329579,19.0401,21.5234,80.9599,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,2362.200990388973,2080.229608850303,17.7449,16.1395,82.2551,3525.9316913417456,2976.770667591705,36.2785,28.5367,63.7215,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1476.502144422219,1307.95551747311,12.5233,13.5649,87.4767,3936.2967000883764,3595.566977311468,24.5135,28.4539,75.4865,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1616.8278499027574,1524.628095160288,39.227,49.7302,60.773,2345.8659134538534,2210.367449343798,33.5349,41.1848,66.4651,85,18,19
