,count,mean,median,std,min,max
RMSE,156.0,3528.109928322757,1294.0407546815509,5873.453639440392,107.09912217961921,38509.929609734434
MAE,156.0,3084.3246767222067,1151.322149138163,5218.417482413275,98.0994971553601,35693.20642089813
MAPE (%),156.0,25.498826923076923,19.936,43.89870258768012,3.6724,546.6132
sMAPE (%),156.0,25.48395064102564,21.96535,18.02659343955926,3.5806,115.3698
Accuracy (%),156.0,74.50117307692307,80.064,43.89870258768012,-446.6132,96.3276
