Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,14818.29776224418,10929.807609465151,15.3791,17.412,84.6209,27512.848701893316,26138.304747689926,26.4231,30.697,73.5769,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2318.5869909742346,2070.5611694093277,27.0463,32.3693,72.9537,1941.3824616656668,1861.0322939467533,17.3781,19.1484,82.6219,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,1414.5959465191122,1260.446676920417,7.8313,8.2291,92.1687,7546.998050869783,7179.099657756142,31.3045,37.5398,68.6955,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,568.4698534188076,507.876645598519,14.5489,15.9581,85.4511,988.1556452970633,860.4950625641436,18.1296,20.4726,81.8704,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,150.94541581173996,137.7394249608874,21.9426,21.0558,78.0574,449.4388665992285,398.8309622786708,29.0939,35.1208,70.9061,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,137.29225270253653,111.28319732535053,6.9441,7.2227,93.0559,459.07762396847966,389.45198521033564,19.5945,22.4757,80.4055,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,288.3547063765909,235.42687548072868,6.107,5.9689,93.893,1027.6940271133096,898.9304126483285,18.0898,20.3642,81.9102,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,2410.5942155174116,2105.776047500919,17.9958,16.3184,82.0042,3510.727796244132,2965.776927952986,36.1629,28.4569,63.8371,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1454.6889099358136,1281.227554551977,12.2555,13.2638,87.7445,3943.4544552233556,3604.1280767674875,24.5764,28.5335,75.4236,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1610.1402853681743,1521.5284733639758,39.1942,49.6194,60.8058,2328.555612806582,2206.084716334712,33.5396,41.0788,66.4604,85,18,19
