Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%)
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,37848.229218162356,36359.6012146466,37.993,47.3918,62.007
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2419.400520078174,2290.185993742362,21.5349,24.3133,78.4651
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,7176.920729491175,6637.462401936852,29.4138,35.2152,70.5862
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,1034.2686198340525,878.0854418482473,18.242,20.7423,81.758
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,326.3119431431502,276.54810124384755,18.5622,21.0233,81.4378
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,522.6891842104704,452.92921696946627,22.0944,25.6852,77.9056
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,1074.0185040970314,924.8799903309516,18.627,21.1575,81.373
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,3887.7339589453795,3340.5230226375793,41.9467,32.1385,58.0533
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,3516.5100695473593,3018.276144716392,20.0429,22.8351,79.9571
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,2559.393882299464,2386.4188101946397,35.6602,44.4932,64.3398
AMD,Information Technology,2.4317155525803327,0.9990244621701186,8,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.0726839272994626,0.01,6,0.347,0.463,0.574,0.739,3950.343806732999,3543.9380964323072,58.2478,86.2593,41.7522
AMGN,Healthcare,0.6154492963114956,0.9879903016429434,8,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.8115253543593226,0.01,6,0.347,0.463,0.574,0.739,768.3336998335544,590.2337416623618,7.2735,7.5935,92.7265
APD,Materials,-1.5142869989693455,0.5264322985704262,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4415846216642978,0.01,6,0.347,0.463,0.574,0.739,704.9032445772345,638.0165662510385,21.06,23.9954,78.94
AVY,Industrials,-0.4146611269944777,0.9076219650933162,9,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.666025572016704,0.01,6,0.347,0.463,0.574,0.739,435.0839789496602,415.1956165329341,19.1753,21.3171,80.8247
AXP,Financial ,2.425159599415109,0.9990216623440418,9,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.5095202314562093,0.01,6,0.347,0.463,0.574,0.739,4744.333305033398,4095.4689918681233,24.3398,27.2406,75.6602
BA,Industrials,-2.62563357657904,0.08781420846193316,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.1391196550645601,0.01,6,0.347,0.463,0.574,0.739,3409.1720746238725,2815.6293881484066,15.7645,15.7353,84.2355
BAC,Financial ,-1.1829793541423734,0.6808743765157538,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,1.2374302064677174,0.01,6,0.347,0.463,0.574,0.739,16137.142112709107,13481.883996676248,31.4293,38.7235,68.5707
BAX,Healthcare,-1.6765324967022373,0.44324238645223507,7,114,-3.489057523907491,-2.887246327182993,-2.5804808802708528,1.1563181086968144,0.01,6,0.347,0.463,0.574,0.739,491.06713676395105,351.639767506908,10.2668,11.2073,89.7332
BBWI,Consumer Discretionary,-1.7865244300035015,0.3871721647761013,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,0.47032240969941397,0.048350808626258124,3,0.347,0.463,0.574,0.739,1342.934217998122,1272.595457604659,74.2606,52.4913,25.7394
BDX,Healthcare,1.061859950850571,0.9948776006266833,11,110,-3.4912451337340342,-2.8881954545454547,-2.5809876033057852,1.6957616015669645,0.01,6,0.347,0.463,0.574,0.739,705.0754791369608,612.1449708115787,11.9793,12.8342,88.0207
BEN,Financial ,-1.6573993424624416,0.45318436329575346,1,120,-3.486055829282407,-2.8859430324074076,-2.5797850694444446,1.5701820443993493,0.01,6,0.347,0.463,0.574,0.739,671.1598182887901,644.0237629779682,31.466,37.6013,68.534
BK,Financial ,0.1079956203230615,0.9666027713518262,1,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,1.4429602657034122,0.01,6,0.347,0.463,0.574,0.739,3920.3700677711545,2678.5101241368925,28.4384,38.868,71.5616
BLL,Consumer Discretionary,-0.7364240796561519,0.8370879903019197,7,104,-3.4948504603223145,-2.889758398668639,-2.5818220155325444,1.6161455828848785,0.01,6,0.347,0.463,0.574,0.739,617.7982673998831,440.113860357805,20.3159,16.295,79.6841
BMY,Healthcare,0.16905929494082822,0.970471844270416,1,120,-3.486055829282407,-2.8859430324074076,-2.5797850694444446,1.0611180521010213,0.01,6,0.347,0.463,0.574,0.739,4739.424349932288,4699.9670874895055,40.4407,50.7982,59.5593
