,count,mean,median,std,min,max
RMSE,156.0,3454.003384933269,1275.4129919939896,5808.591736301113,188.2541553429057,40163.81560137187
MAE,156.0,3023.374200427036,1117.5468757204833,5191.958609848884,169.32712322084558,37377.69341020132
MAPE (%),156.0,25.544003846153846,20.071199999999997,44.03893033273773,4.1934,546.381
sMAPE (%),156.0,25.516594871794872,22.66115,18.04941012741376,4.023,120.148
Accuracy (%),156.0,74.45599615384617,79.9288,44.03893033273773,-446.381,95.8066
