Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,3749.8729447748865,3239.672104045014,3895.7731976826926,398.5274776335047,8121.620093376014,4,3535.3876720263206,3120.3016536369764,3668.5675644758257,345.57462697278186,7555.372753858546,4,19.898375,17.85165,10.417491370246806,9.5541,34.3361,4,22.770425000000003,19.7668,14.124752991439061,9.0448,42.5033,4,80.101625,82.14835,10.417491370246807,65.6639,90.4459
Consumer Discretionary,12,2849.414017276558,1846.2974886999436,2548.318903425071,461.9892689068552,7093.319712099051,12,2532.992398081931,1600.5081564675484,2311.3464231098587,400.35981462684293,6471.271169131376,12,27.868341666666666,22.357950000000002,15.36463679098908,8.7732,51.8876,12,30.350508333333334,24.39755,20.585498316774462,8.7719,73.9822,12,72.13165833333333,77.64205000000001,15.364636790989078,48.1124,91.2268
Consumer Staples,19,5097.689786267375,1320.3919805106534,9141.343347360193,151.65236230671897,39907.190067344454,19,4557.622007929058,1168.0733818095196,8347.590754341536,108.46244877582366,36604.42625705147,19,18.2108,19.797,10.696853366553901,4.8847,39.7095,19,20.78512105263158,20.2128,13.694483370953064,5.0175,50.6483,19,81.7892,80.203,10.696853366553901,60.2905,95.1153
Energy,9,9572.88002433282,3626.4920248945623,13331.578489755124,682.738477065033,38145.12842143922,9,8880.793823350166,3293.046591695389,12375.50549535377,623.7058820487691,35337.63432813551,9,42.560599999999994,41.2335,10.34849982304198,25.8925,63.3734,9,56.58647777777778,53.854,17.94271176869439,30.2692,95.0872,9,57.439400000000006,58.7665,10.34849982304198,36.6266,74.1075
Financial ,22,5189.517983256683,1814.1493329023842,7265.251599625685,157.9912256695437,26999.553669501587,22,4176.036152108678,1526.9369489679543,5808.953647429025,136.23015656916525,21139.931022252546,22,49.19701818181818,27.02465,105.86996443863907,7.6571,521.2464,22,32.478736363636365,31.281350000000003,13.750076946123936,7.9271,56.9819,22,50.80298181818182,72.97534999999999,105.86996443863907,-421.2464,92.3429
Healthcare,18,6410.6817018233,2730.6181395316407,8434.403714988564,271.45670947944853,28534.85250075553,18,5497.453707822558,2616.020470981447,7265.759851116741,254.48974893574163,24461.01105759506,18,21.297161111111112,22.5912,10.127381722203534,7.4261,39.1001,18,25.100933333333334,25.928150000000002,13.386178445431735,7.7953,50.9183,18,78.70283888888889,77.4088,10.127381722203532,60.8999,92.5739
Industrials,32,1960.0042414686593,1321.2464156738856,1689.6641086832383,245.83602643766469,6895.17721767693,32,1725.9863984568572,1216.2386267630197,1445.362097869723,204.85341953822316,5650.041189341056,32,24.7457625,21.650399999999998,15.255737187054708,6.9039,82.346,32,27.291471875,24.804850000000002,15.87608933427337,7.21,92.4839,32,75.2542375,78.34960000000001,15.255737187054708,17.654,93.0961
Information Technology,14,6722.080234316903,3178.6325162679923,10980.330566840279,440.0720042662784,40433.29951267664,14,6042.911191107514,2721.390025537774,10196.782710575646,390.4664327758073,37775.35323511657,14,31.185564285714285,29.5357,13.927604757271803,7.0,60.7084,14,36.722857142857144,34.9276,20.9644197232327,7.3176,90.403,14,68.81443571428572,70.46430000000001,13.927604757271803,39.2916,93.0
Materials,9,1439.060017280374,1101.1475624891557,1078.6541019085937,471.9185247563067,4085.26776572043,9,1292.846200865321,956.4709265036729,1020.1258582619188,437.661491680436,3805.8112073929738,9,26.231033333333333,20.0859,13.61848978108439,16.619,56.0804,9,32.407922222222226,21.3037,20.905224901073044,18.4911,79.5806,9,73.76896666666667,79.9141,13.61848978108439,43.9196,83.381
Real Estate,1,506.5006318716277,506.5006318716277,,506.5006318716277,506.5006318716277,1,393.98931247496535,393.98931247496535,,393.98931247496535,393.98931247496535,1,17.1398,17.1398,,17.1398,17.1398,1,17.7969,17.7969,,17.7969,17.7969,1,82.8602,82.8602,,82.8602,82.8602
Utilities,16,1150.5225509582933,1002.2931928254177,693.2016163750899,464.61450794301237,2555.5246749845905,16,1004.2193541219439,902.5632369137677,642.293412846051,353.7610965776004,2365.9598022185364,16,24.683774999999997,25.50175,8.357211811084682,10.8459,46.2153,16,27.8265125,29.1759,8.191388829893256,11.6559,39.0947,16,75.316225,74.49825,8.357211811084678,53.7847,89.1541
