Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
EMN,Materials,-1.3238229067391065,0.6182040653467352,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.572292395884652,0.01,6,0.347,0.463,0.574,0.739,280.70890016637424,240.14769846153033,10.0046,10.7019,89.9954,471.9185247563067,437.661491680436,17.5071,19.4089,82.4929,85,18,19
EMR,Industrials,-2.0935287145531127,0.24712468733135423,7,114,-3.489057523907491,-2.887246327182993,-2.5804808802708528,0.5376187136149861,0.03319398342004816,6,0.347,0.463,0.574,0.739,1053.5366901753023,998.2296252772089,23.4704,26.9067,76.5296,865.582832584465,707.6623342965281,16.1491,18.2881,83.8509,85,18,19
ES,Utilities,-0.025533717925122167,0.956368833405666,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.3797748751258114,0.01,6,0.347,0.463,0.574,0.739,399.7942075042635,341.74068075845094,15.9478,17.8214,84.0522,1036.2960590755972,917.5183825357358,29.868,36.1811,70.132,85,18,19
ETN,Industrials,-0.12715689545155479,0.9466655189929118,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,1.7381193172362481,0.01,6,0.347,0.463,0.574,0.739,770.1777965628736,689.5985171846039,13.2492,14.3747,86.7508,1575.4484071408613,1364.9030817506234,23.0263,26.9339,76.9737,85,18,19
ETR,Utilities,-3.027179014594234,0.032433004721483645,7,114,-3.489057523907491,-2.887246327182993,-2.5804808802708528,1.3412373992367164,0.01,4,0.347,0.463,0.574,0.739,256.4808462555444,209.4408213187955,7.3472,7.6756,92.6528,659.7509271767572,542.398896445641,16.6436,18.7323,83.3564,85,18,19
EXC,Utilities,-1.603548433400646,0.48181074648323,3,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,1.4334798686054984,0.01,6,0.347,0.463,0.574,0.739,2020.3754802201765,1913.3487640498763,22.1611,25.2247,77.8389,2555.5246749845905,2365.9598022185364,46.2153,36.195,53.7847,85,18,19
F,Consumer Discretionary,-2.3317455490685948,0.16193368030008437,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,0.1758099916267413,0.1,5,0.347,0.463,0.574,0.739,4997.441235627865,2361.1060947291858,8.9044,7.0254,91.0956,7093.319712099051,5941.136813042442,13.9316,14.9705,86.0684,85,18,19
FDX,Industrials,0.004249945541315176,0.9588821455477856,3,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,1.7505401060154768,0.01,6,0.347,0.463,0.574,0.739,4199.346377067221,3912.0686183959388,23.0356,26.4501,76.9644,3019.945770373546,2899.246469593093,12.8808,13.833,87.1192,85,18,19
FITB,Financial ,-0.8367958428970143,0.8080739620857176,7,115,-3.4885349695076844,-2.887019521656941,-2.5803597920604915,1.1634872277539783,0.01,6,0.347,0.463,0.574,0.739,398.5028980923582,298.67964392337035,14.7021,16.7643,85.2979,937.122587199286,738.7451834382842,24.0105,29.4706,75.9895,85,18,19
GD,Industrials,-0.3895494873511371,0.9118290707815497,10,112,-3.4901313156261384,-2.8877122815688776,-2.5807296460459184,1.740508320838571,0.01,6,0.347,0.463,0.574,0.739,1879.838831878694,1528.4811272463112,16.2639,18.4206,83.7361,1937.4795045919188,1456.6386458278637,12.4708,13.8915,87.5292,85,18,19
GE,Industrials,-0.28710143988565756,0.9273113919548398,3,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.6404168705769486,0.018962102674822852,6,0.347,0.463,0.574,0.739,4512.269078926326,3805.6005002858988,16.2094,14.9479,83.7906,6895.17721767693,5650.041189341056,53.1331,37.0823,46.8669,85,18,19
GIS,Consumer Staples,-1.5562471087946144,0.5055262187841916,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,1.724116123522238,0.01,6,0.347,0.463,0.574,0.739,391.99647455564065,302.95998931263995,7.0872,7.3345,92.9128,525.607790463843,448.99885424443966,9.0015,9.5817,90.9985,85,18,19
GL,Financial ,0.9450153535076053,0.9936505469437181,3,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,1.7417366607248244,0.01,6,0.347,0.463,0.574,0.739,265.00923870999327,252.79692638455606,22.9973,26.2434,77.0027,211.5815383236565,187.646062853818,13.5414,14.7463,86.4586,85,18,19
GLW,Information Technology,0.12900030876419083,0.9679862057821892,6,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.657944715877457,0.01,6,0.347,0.463,0.574,0.739,1081.144132304059,1026.287808325008,37.5766,47.1539,62.4234,1081.3222019737777,1033.31307686491,30.1516,36.0448,69.8484,85,18,19
GPC,Consumer Discretionary,2.740074387379575,1.0,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,1.7765244699762122,0.01,6,0.347,0.463,0.574,0.739,808.4667824179584,709.1981332055072,15.8847,17.6492,84.1153,1329.8938777056048,1209.737012165939,21.2678,24.3037,78.7322,85,18,19
GWW,Industrials,2.0073542469239527,0.9986824313726427,6,115,-3.4885349695076844,-2.887019521656941,-2.5803597920604915,1.7229550436279564,0.01,6,0.347,0.463,0.574,0.739,311.8878531228957,264.7581153505677,9.2914,9.9142,90.7086,1013.7158633546545,893.1722773399007,21.7666,25.1748,78.2334,85,18,19
HAL,Energy,-2.991212434037161,0.035723237702640916,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,0.8912829168907597,0.01,6,0.347,0.463,0.574,0.739,1363.697278148223,1216.8567371195375,23.3039,25.878,76.6961,2090.1349871065786,1908.774630124884,35.6481,44.7631,64.3519,85,18,19
HAS,Consumer Discretionary,-1.233665820047782,0.6589485106851359,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,3.542052656969754,0.01,0,0.347,0.463,0.574,0.739,457.2119162843359,387.04568533544773,27.619,33.1922,72.381,461.9892689068552,400.35981462684293,29.719,36.4105,70.281,85,18,19
HD,Consumer Discretionary,0.32086422227296557,0.9782817334508286,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,1.6381647393694825,0.01,6,0.347,0.463,0.574,0.739,6988.612296769107,5825.039548725756,20.4799,23.5773,79.5201,6871.474176336016,6105.285678805963,15.4048,16.9927,84.5952,85,18,19
HES,Energy,-1.8158907932394623,0.37260138198766735,0,120,-3.486055829282407,-2.8859430324074076,-2.5797850694444446,0.3373108438617667,0.1,6,0.347,0.463,0.574,0.739,283.91780537996226,232.25591344785067,17.8309,17.0406,82.1691,1269.6078622769505,1160.020805321673,42.1083,54.97,57.8917,85,18,18
HIG,Financial ,-2.640618485332016,0.08488942486900936,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,0.7698333892640555,0.01,5,0.347,0.463,0.574,0.739,609.9470137670071,467.35416339453724,10.9067,10.4305,89.0933,1423.314637437155,1242.9214228514613,19.9551,22.7936,80.0449,85,18,19
HON,Industrials,-1.684888452127917,0.4389147363769579,3,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,1.493948337797784,0.01,6,0.347,0.463,0.574,0.739,883.7157134287784,683.1901641455293,7.0943,7.241,92.9057,1668.1787111708393,1530.6576172188513,16.3631,18.0694,83.6369,85,18,19
HPQ,Information Technology,-1.44685919888998,0.5596166885176529,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,0.4144388361713281,0.07093153613304824,6,0.347,0.463,0.574,0.739,2572.7842166081846,2047.0263691212547,15.705,14.0771,84.295,1414.0739729058726,1072.3001035126374,7.0,7.3176,93.0,85,18,19
HSY,Consumer Staples,2.539330295889013,0.9990614454678706,11,110,-3.4912451337340342,-2.8881954545454547,-2.5809876033057852,1.691042500225299,0.01,6,0.347,0.463,0.574,0.739,202.96162386623664,169.09785926695997,8.3963,8.8737,91.6037,718.6145324302689,647.5884202494425,23.7798,27.6099,76.2202,85,18,19
HUM,Healthcare,2.6439578964179247,0.999081997855692,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.6848727725415984,0.01,6,0.347,0.463,0.574,0.739,2966.1054370608526,2000.7733814054236,11.5791,13.0759,88.4209,7265.283999859012,5943.3063265235805,21.3077,25.0198,78.6923,85,18,19
HWM,Industrials,-1.9662531975033746,0.3015630301907568,9,36,-3.626651907578875,-2.9459512825788754,-2.6116707716049383,0.7013074358548851,0.01342659674046499,3,0.347,0.463,0.574,0.739,3974.5234970061288,3270.601180172287,160.7495,72.0725,-60.7495,1318.7621514849204,1275.1319446094437,82.346,57.2089,17.654,9,18,19
IBM,Information Technology,-0.5725497805274643,0.8770648033589269,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,0.6226474861544337,0.020577501258687847,6,0.347,0.463,0.574,0.739,1528.2692194360966,1187.9698112000085,6.3268,6.0199,93.6732,5040.397815256893,4017.6167655533877,47.5239,26.3942,52.4761,85,18,19
IFF,Materials,0.26697572862917435,0.9757775743028376,6,115,-3.4885349695076844,-2.887019521656941,-2.5803597920604915,1.2256055656733782,0.01,6,0.347,0.463,0.574,0.739,363.1249559885516,286.37920498681365,24.2622,29.5704,75.7378,1694.851835794024,1642.451546221081,56.0804,79.5806,43.9196,85,18,19
INTC,Information Technology,-1.7223344595510715,0.41964337930015005,3,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,1.5758477660919599,0.01,6,0.347,0.463,0.574,0.739,4736.387425183168,4175.179485999246,23.1445,26.9812,76.8555,3475.265148731028,3093.914222428057,22.3353,19.5346,77.6647,85,18,19
IP,Consumer Discretionary,-2.4706933472085546,0.12276873795723642,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.41963990577785265,0.06868969578540834,5,0.347,0.463,0.574,0.739,358.72915512231924,249.01665036194578,4.8223,4.6392,95.1777,905.4229888351763,687.6448326143434,16.4198,13.9798,83.5802,85,18,19
IPG,Communication Services,-1.52250201050469,0.5223520083906298,13,108,-3.4924012594942333,-2.8886968193364835,-2.5812552709190673,1.6398770552403883,0.01,6,0.347,0.463,0.574,0.739,491.6216173066584,410.93001291376845,17.204,19.3744,82.796,531.6426492426494,503.4921650134487,18.785,20.9294,81.215,85,18,19
ITW,Industrials,-2.2208200244945475,0.1987759481548531,1,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,1.2209966834661627,0.01,6,0.347,0.463,0.574,0.739,407.357009772386,379.95236262195743,10.9531,11.4659,89.0469,925.173866830593,894.3483712679393,22.7878,25.9133,77.2122,85,18,19
JNJ,Healthcare,-0.8279135611484483,0.8107848643361838,1,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,1.8071267249955474,0.01,6,0.347,0.463,0.574,0.739,2500.478437057332,2194.674606223414,10.8253,11.6307,89.1747,2002.4059907433943,1713.8005267734065,7.4261,7.7953,92.5739,85,18,19
JPM,Financial ,0.9948250869178666,0.9942110460096202,1,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,1.4498759531007435,0.01,6,0.347,0.463,0.574,0.739,9048.497722354989,7984.685501455467,24.2058,28.4726,75.7942,26999.553669501587,21139.931022252546,34.4553,46.6173,65.5447,85,18,19
