Metric,count,mean,median,std,min,max,trimmed_mean_5%
RMSE,224,3231.019233,1133.429281,5540.301927,48.56499243,35103.53784,2317.785028
MAE,224,2811.528133,991.5011257,4830.854932,38.85682896,33506.60098,2028.280832
NRMSE,224,0.254261924,0.219883895,0.182400092,0.024172106,1.475827309,0.233559502
MAPE (%),224,21.30326713,17.69173366,14.40908337,1.92193431,97.53629878,19.84179392
MdAPE (%),224,21.82559033,17.64678162,16.0537165,1.89213411,98.75120773,20.17570997
sMAPE (%),224,24.40658382,19.52599632,20.52315032,1.947483877,190.686662,22.05517883
Accuracy (%),224,78.69673287,82.30826634,14.40908337,2.463701215,98.07806569,80.15820608
