Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2156.1173961945065,1522.7650603819816,2306.157945666938,307.9208485342513,5271.018615479811,4,1858.774926361647,1344.078035411411,1976.9638212717875,258.8144920402648,4488.129142583502,4,13.293125,10.7619,7.9275012836643555,6.8034,24.8453,4,12.1359,10.7149,6.022353219464962,6.5281,20.5857,4,86.706875,89.2381,7.927501283664357,75.1547,93.1966
Consumer Discretionary,12,2802.750674602825,1470.7659580163727,3273.942348786276,255.16242039686205,9641.381324522348,12,2448.4760004155246,1232.513136861959,2984.6753270093604,207.14726967494522,9140.721769570266,12,23.31835,17.76775,16.835379821160178,11.2425,72.7368,12,22.137249999999998,16.53475,13.203142009213359,10.2555,51.601,12,76.68165,82.23225,16.83537982116018,27.2632,88.7575
Consumer Staples,19,3792.5044696966474,627.8555281231119,5808.755997924481,221.50489702459618,23347.44464245898,19,3330.9443347520596,549.460153065867,5055.411447829735,173.8649124038742,20478.98609827195,19,14.55558947368421,12.3487,8.117382999389145,4.7973,33.9824,19,16.233015789473683,13.1915,9.90536490114003,4.7927,39.9455,19,85.44441052631579,87.6513,8.117382999389147,66.0176,95.2027
Energy,9,5811.811986791631,1417.2953602467749,7948.200765434874,386.89572192821043,22676.992777675452,9,5210.421457810593,1308.591088358685,7130.3045050686505,318.028205463032,20326.759821988722,9,30.045355555555552,27.9317,10.528488557256347,18.3247,51.0883,9,32.4366,28.721,14.174377058005055,17.76,59.4282,9,69.95464444444445,72.0683,10.528488557256345,48.9117,81.6753
Financial ,22,4558.630696140393,1546.966270061404,6385.379330955259,201.30762803509063,25303.222911025416,22,3732.824345494584,1254.0314538240573,5250.686094387984,165.08043842348204,20406.351522713936,22,41.5587,26.87345,82.24499337936278,6.5285,407.5183,22,27.410227272727273,29.6864,11.886486150253706,6.7236,46.9545,22,58.4413,73.12655000000001,82.24499337936278,-307.5183,93.4715
Healthcare,18,4606.648572226245,2563.175154762451,5982.104951871832,341.93331983891795,25911.938166550488,18,3979.9593028320905,2286.6132312197506,5426.56040854969,212.74563497406274,23792.128838528984,18,20.127244444444443,19.17795,12.420383013807312,3.8243,43.0828,18,23.428427777777777,22.789,16.362166840424557,3.7245,56.1473,18,79.87275555555556,80.82204999999999,12.42038301380731,56.9172,96.1757
Industrials,32,1786.8665729653426,970.5706237508341,2223.2602824146943,259.09110103864526,9330.259279696234,32,1585.1520337221386,777.5748807844373,2052.310610963497,226.08631029319307,8864.363862408765,32,19.606240625,15.67985,14.61173933248723,7.0561,70.6009,32,20.611193749999998,16.8382,13.63742891114052,7.2001,61.6301,32,80.393759375,84.32015,14.61173933248723,29.3991,92.9439
Information Technology,14,5570.498745284096,3235.623974097466,9556.990730263939,552.2982758695482,38255.17176794928,14,5023.552275174093,2673.972864066239,9081.371824251217,472.23420318835036,36181.24926559729,14,29.660564285714287,32.6912,14.964726197120354,7.5604,61.7028,14,34.63890714285714,32.6847,22.80994398055591,7.4316,93.7777,14,70.33943571428571,67.30879999999999,14.964726197120356,38.2972,92.4396
Materials,9,1352.8528984378472,1085.814262787048,927.6971531547811,277.3217914863947,3014.222511568208,9,1217.3245822283989,938.2911191664188,891.807681129487,211.21084036881683,2746.053633372193,9,24.094700000000003,21.1726,11.718093983878097,8.4359,47.5397,9,27.622666666666664,24.157,16.625730966562042,8.9739,65.9387,9,75.9053,78.8274,11.718093983878093,52.4603,91.5641
Real Estate,1,617.0423747666614,617.0423747666614,,617.0423747666614,617.0423747666614,1,453.2178707704445,453.2178707704445,,453.2178707704445,453.2178707704445,1,19.2751,19.2751,,19.2751,19.2751,1,22.5901,22.5901,,22.5901,22.5901,1,80.7249,80.7249,,80.7249,80.7249
Utilities,16,968.7506290949027,904.4585656126881,695.041378687053,339.8642406671652,3134.28034448016,16,844.9074649194006,728.3908967693628,645.6127672096155,278.9286810941077,2888.395422790568,16,21.599574999999998,20.87055,10.322807545592108,10.8676,55.0957,16,22.1566625,21.392200000000003,8.011258194139462,11.1472,41.2175,16,78.400425,79.12944999999999,10.322807545592108,44.9043,89.1324
