,count,mean,median,std,min,max
RMSE,156.0,3290.3228294591545,1317.4052862830208,5373.048919656259,201.30762803509063,38255.17176794928
MAE,156.0,2863.7320879740896,1086.7462354607217,4808.099037183659,165.08043842348204,36181.24926559729
MAPE (%),156.0,24.236583974358975,19.4331,33.407567210607986,3.8243,407.5183
sMAPE (%),156.0,23.778766666666662,20.85235,14.677912869642508,3.7245,93.7777
Accuracy (%),156.0,75.76341602564102,80.5669,33.407567210607986,-307.5183,96.1757
