Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,11007.271015461614,7852.4596031834,11.5708,12.0177,88.4292,25604.47532722309,23345.099804216658,23.181,26.6164,76.819,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2323.768871956597,2075.7937793086985,27.1134,32.4631,72.8866,1751.469083470505,1654.509485793132,15.414,16.8333,84.586,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,2464.7199319283213,2302.149400253903,14.4216,15.7043,85.5784,7895.894010426911,7540.658869355769,32.929,39.8509,67.071,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,400.5356093147865,356.0868004796596,10.2088,10.88,89.7912,824.9101061592671,724.2710663829599,15.2994,16.8957,84.7006,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,153.30707464981234,138.40631114443718,21.5855,21.1518,78.4145,460.3446233420346,413.54903415383814,30.3251,36.7406,69.6749,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,135.83230484848153,110.43474851966658,6.8954,7.1653,93.1046,460.22826187358265,392.7104696403451,19.7994,22.7073,80.2006,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,333.10317455624556,260.3775742028668,6.3438,6.6447,93.6562,1096.0613308236505,956.9180700465247,19.226,21.8606,80.774,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,2392.595061455909,2091.01631905128,17.8592,16.2122,82.1408,3581.0386256869665,2996.385805748628,36.8556,28.6762,63.1444,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1454.5837680574882,1282.5965072717672,12.2712,13.2793,87.7288,3798.7655318165034,3443.1268359697133,23.4194,27.0488,76.5806,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1614.9811907817182,1526.3132549263437,39.317,49.8193,60.683,2297.5005569104355,2162.869044048839,32.8035,40.1103,67.1965,85,18,19
