Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2796.0395491920244,1505.8898501462318,3186.6354362097377,691.2358104381119,7481.142686037522,4,2623.8485356667734,1396.5665730873961,3012.105179665701,652.5894309673774,7049.6715655249245,4,20.897299999999998,22.72755,11.054775236370329,5.8835,32.2506,4,24.414425,26.23395,13.742547188537014,6.0822,39.1076,4,79.1027,77.27244999999999,11.05477523637033,67.7494,94.1165
Consumer Discretionary,12,3546.6792341937235,1659.3285594203303,3509.9180559354645,313.29521975644,9362.926703898973,12,3092.8765380542386,1524.1370320209794,3026.820311261702,253.61702337139616,8001.226829012354,12,28.793108333333333,28.27265,14.61641656292107,8.0842,61.7728,12,31.249758333333332,25.8865,22.192724102546368,8.0708,92.8795,12,71.20689166666666,71.72735,14.616416562921072,38.2272,91.9158
Consumer Staples,19,2836.366578612649,539.2170584157794,3390.088139889125,228.8495694481572,10559.770797724283,19,2538.0557181039103,413.41011753314814,3121.434591075795,189.54832892269945,9842.95166874855,19,14.508352631578948,8.3633,12.548412813285653,1.9897,51.7767,19,16.520142105263158,8.3311,17.132449146683154,2.0078,73.0117,19,85.49164736842106,91.6367,12.548412813285653,48.2233,98.0103
Energy,9,9888.641599120701,2960.192925529882,13832.29328667696,741.5858172670454,39259.033024010896,9,9181.033294828616,2699.355870515473,12846.728847267475,679.2329066561837,36449.59025744515,9,45.174055555555555,44.1315,12.818525730569714,24.4201,69.1834,9,61.79092222222222,57.7719,23.023453675750826,28.3563,108.4461,9,54.825944444444445,55.8685,12.818525730569712,30.8166,75.5799
Financial ,22,4812.130989251272,1781.401052175555,6664.938196188015,190.1189422995379,23793.588666748972,22,3829.3012725755616,1418.9843086378348,5318.743593032102,171.1893522278437,18569.088649281653,22,48.960550000000005,25.47055,112.15928116398422,8.3985,549.0894,22,29.932059090909092,29.2418,14.581475748936327,8.9121,58.5332,22,51.039449999999995,74.52945,112.15928116398423,-449.0894,91.6015
Healthcare,18,2993.515790758347,1767.5968378520301,2856.243732198342,286.9997561202216,8992.432079513903,18,2433.8821786695794,1526.193564691303,2265.8950718634374,277.63023383215335,7541.357175835735,18,15.192150000000002,10.16585,10.937110344104498,3.1173,37.377,18,17.05115,10.9463,13.909309726952452,3.0221,48.3499,18,84.80784999999999,89.83415,10.9371103441045,62.623,96.8827
Industrials,32,1702.7424501673152,990.4489633573373,1665.1429599332848,230.36111722018794,6042.770838570469,32,1503.5472042315544,837.5868744999846,1459.0728034490342,215.42629216885308,4977.215782894768,32,20.54134375,19.01745,13.161788039377784,5.0938,74.5747,32,23.909503125,20.33565,20.922501749960176,5.0277,126.6001,32,79.45865625,80.98255,13.161788039377782,25.4253,94.9062
Information Technology,14,4060.997305523549,2137.743483498605,6273.366091600553,459.46805946046095,25127.03456916752,14,3589.2749868579026,1872.2132237260748,5704.470969420662,412.5225065104123,22818.564390519776,14,23.86345,20.11425,14.724462251889122,7.0567,55.5217,14,25.351021428571432,21.1665,18.318154077483587,7.3767,79.2676,14,76.13655000000001,79.88575,14.724462251889118,44.4783,92.9433
Materials,9,1236.506406959173,838.9297865669656,939.7924781978808,406.712131138937,3541.701071618704,9,1110.7079897170604,752.6334127065076,866.8871561869338,353.6997432825038,3208.4399248292,9,23.052611111111112,18.7218,12.962247445702118,10.3603,52.3794,9,27.731511111111114,21.2932,19.104157029979394,11.0589,72.4432,9,76.94738888888888,81.2782,12.962247445702118,47.6206,89.6397
Real Estate,1,498.9668551652293,498.9668551652293,,498.9668551652293,498.9668551652293,1,355.43074933484735,355.43074933484735,,355.43074933484735,355.43074933484735,1,14.8467,14.8467,,14.8467,14.8467,1,15.9841,15.9841,,15.9841,15.9841,1,85.1533,85.1533,,85.1533,85.1533
Utilities,16,984.2779602094141,764.485272610033,690.1429822134079,282.98910354589486,2985.2154811301034,16,862.5593923390296,678.8353042069725,662.0110586516507,231.04226275806056,2853.987651210888,16,21.2065625,19.284950000000002,10.284179909736768,11.7363,55.2117,16,22.872425,22.087400000000002,7.931178467331742,12.8477,42.1176,16,78.7934375,80.71505,10.284179909736766,44.7883,88.2637
