Sector,Metric,count,mean,median,std,min,max,trimmed_mean_5%
Communication Services,RMSE,4,2031.0729091099818,934.5846837835159,2450.172225227482,559.6565515757273,5695.465717297168,2031.0729091099818
Communication Services,MAE,4,1790.911149534905,779.6505918214153,2251.710222013538,446.1505027111192,5158.192911785671,1790.9111495349052
Communication Services,NRMSE,4,0.2114699898539678,0.21128730913910299,0.15880346306519144,0.025652593635613136,0.39765274750205215,0.2114699898539678
Communication Services,MAPE (%),4,18.05396686738075,18.16715231259689,13.887673039099628,2.0837137204688077,33.79784912386042,18.05396686738075
Communication Services,MdAPE (%),4,17.76619988941431,18.198897372153265,15.125659426414625,1.653980397157508,33.013024416193204,17.76619988941431
Communication Services,sMAPE (%),4,17.671565008917696,20.338313739949662,12.572353142991048,2.053322642118063,27.956309913653403,17.671565008917696
Communication Services,Accuracy (%),4,81.94603313261925,81.8328476874031,13.887673039099628,66.20215087613957,97.91628627953119,81.94603313261925
Consumer Discretionary,RMSE,12,2928.4296424026884,2257.370604784003,2247.678465356559,397.92061052899123,7903.273589032868,2928.4296424026884
Consumer Discretionary,MAE,12,2307.855187121605,1744.4933709341744,1669.407312641098,301.4664345412222,6049.735197661348,2307.8551871216046
Consumer Discretionary,NRMSE,12,0.5199176481966908,0.2961833388379889,0.720601788817321,0.08387242472591783,2.6763540768821077,0.519917648196691
Consumer Discretionary,MAPE (%),12,45.48034514462075,24.655887616780714,65.69664704628275,6.733121380367861,244.3289310814305,45.48034514462075
Consumer Discretionary,MdAPE (%),12,38.40104068134733,22.015476848982118,46.23724301941265,6.9758005622665955,163.6646940150432,38.401040681347325
Consumer Discretionary,sMAPE (%),12,31.293351732519042,22.66556172387237,24.387080778935648,6.989161034922136,83.82812776603474,31.293351732519042
Consumer Discretionary,Accuracy (%),12,66.5470657788318,75.34411238321928,28.876339856492454,0.0,93.26687861963214,66.5470657788318
Consumer Staples,RMSE,19,3536.864895387709,1704.7068816864896,4790.442567386702,163.38061768775435,20110.668861181417,3536.864895387708
Consumer Staples,MAE,19,2990.3912652325453,1458.0692794231634,4039.0039661506785,131.9796799891696,16958.362219061208,2990.3912652325453
Consumer Staples,NRMSE,19,0.32936025728389656,0.1439185977465426,0.5807968510333592,0.05680164347120878,2.328774883094938,0.3293602572838966
Consumer Staples,MAPE (%),19,26.503424823127286,12.264092279569933,45.38169405546838,4.443677534653197,180.31896839989187,26.503424823127286
Consumer Staples,MdAPE (%),19,23.473119152303518,10.96543409659204,34.49841005488139,3.805719843489957,130.76526421290856,23.473119152303518
Consumer Staples,sMAPE (%),19,19.1839444369214,11.6255644457305,20.685703972062132,4.54964832942695,79.01709212314957,19.183944436921397
Consumer Staples,Accuracy (%),19,78.89745316038984,87.73590772043006,28.367109864034212,0.0,95.5563224653468,78.89745316038984
Energy,RMSE,9,5492.21613237224,2319.4526135950496,7769.7082317929135,340.18823855937944,23672.333206788506,5492.216132372239
Energy,MAE,9,4703.772571859185,1855.2691065870217,6677.176565452022,276.9886404011315,20398.390963822192,4703.772571859185
Energy,NRMSE,9,0.31129096058502814,0.2929925516032988,0.09740100245289195,0.13478139404095843,0.49905257924402746,0.31129096058502814
Energy,MAPE (%),9,31.303805287320966,29.739795950151816,10.974492519527743,11.191930280980811,51.52870182938458,31.303805287320966
Energy,MdAPE (%),9,25.616612186301367,27.602069578823933,11.147673287473959,10.100129511979471,46.63335496738259,25.616612186301367
Energy,sMAPE (%),9,28.812804965512264,29.198504523364647,9.721542512020333,11.159705126351781,47.289498967800625,28.81280496551227
