,count,mean,median,std,min,max
RMSE,156.0,3186.6526470083086,1198.540332295191,5252.447454508005,187.01821178611624,38214.37706832119
MAE,156.0,2754.7837158547622,1042.3691309512149,4661.330222958895,131.787071629956,36136.41927334155
MAPE (%),156.0,23.77865448717949,19.14865,33.223465614728944,4.8045,406.1966
sMAPE (%),156.0,23.22266153846154,19.6679,14.152347465894639,4.8034,85.963
Accuracy (%),156.0,76.22134551282052,80.85135,33.223465614728944,-306.1966,95.1955
