,count,mean,median,std,min,max
RMSE,156.0,3577.89052636708,1256.6995508913226,6163.433419409597,139.69792419969434,37994.449191219835
MAE,156.0,3109.2250533272963,1118.6249207455157,5475.369784099822,96.6057837655479,35177.39643038993
MAPE (%),156.0,25.260850641025645,19.968899999999998,43.767224703392216,4.5063,545.3223
sMAPE (%),156.0,25.126214102564102,22.386850000000003,16.61820398016914,4.6234,105.3124
Accuracy (%),156.0,74.73914935897436,80.03110000000001,43.7672247033922,-445.3223,95.4937
