,count,mean,median,std,min,max
RMSE,156.0,4250.618102371655,1594.465236929598,7104.912578569769,79.95914773333496,42847.453003476156
MAE,156.0,3707.986197194919,1399.2840278810409,6276.683287753357,72.07950926172364,41137.70731315003
MAPE (%),156.0,27.85578333333333,24.0679,31.02967382555137,3.6653,383.2319
sMAPE (%),156.0,29.7478141025641,25.89525,16.39750265827263,3.621,105.56
Accuracy (%),156.0,72.14421666666668,75.93209999999999,31.02967382555137,-283.2319,96.3347
