Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,16951.0278446781,12816.771106713337,18.1275,20.741,81.8725,32949.03859910297,31337.97734770882,31.5625,37.7824,68.4375,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2344.0059447382887,2093.2968388065287,27.3424,32.7958,72.6576,1952.9777944957327,1872.7382592530926,17.4878,19.2808,82.5122,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,2184.716519523607,2036.3579772984256,12.7397,13.7323,87.2603,8226.59995350653,7883.123005470013,34.4732,42.0992,65.5268,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,557.9788181117467,497.5538464936442,14.2363,15.5744,85.7637,975.2336655665803,846.336495604613,17.8114,20.0835,82.1886,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,171.70835445181405,151.0396196421363,22.8785,23.1352,77.1215,378.180438561733,335.09039675912237,24.4388,28.5446,75.5612,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,178.41890625511627,150.41674346514125,9.4727,10.1163,90.5273,491.72674419119994,427.70127348903924,21.7922,25.2227,78.2078,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,587.1466918372441,495.0890133101641,12.2273,13.3388,87.7727,1417.4207925858746,1259.4319115724345,25.4396,30.0924,74.5604,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,1554.762049088855,1056.9658769127564,8.9847,8.6539,91.0153,3782.9180317579808,3134.612654083688,38.7546,29.6771,61.2454,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1821.3626663981463,1624.3924421296153,15.5733,17.202,84.4267,4316.745396805979,3937.391536611892,26.831,31.6506,73.169,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1901.7302993092399,1794.2937402164478,46.1711,61.5303,53.8289,2859.761130100387,2685.0493435380604,40.7041,52.6646,59.2959,85,18,19
