ticker,Year_Quarter,year,quarter,Q1,Q2,Q3,Q4,revenue,grossProfit,costOfRevenue,operatingExpenses,snaExpenses,ebitda,operatingIncome,incomeBeforeTax,netIncome,rnd,net_plus_rnd,totalAssets,totalEquity,totalAssets_lag1,totalEquity_lag1,rnd_to_rev_ratio,sna_to_rev_ratio,grossProfitRatio,operatingIncomeRatio,netIncomeRatio,rnd_lag1,rnd_lag2,rnd_lag3,rnd_lag4,rnd_lag5,rnd_lag6,rnd_lag7,rnd_lag8,rnd_lag9,rnd_lag10,rnd_lag11,rnd_lag12,rnd_to_rev_ratio_lag1,rnd_to_rev_ratio_lag2,rnd_to_rev_ratio_lag3,rnd_to_rev_ratio_lag4,rnd_to_rev_ratio_lag5,rnd_to_rev_ratio_lag6,rnd_to_rev_ratio_lag7,rnd_to_rev_ratio_lag8,rnd_to_rev_ratio_lag9,rnd_to_rev_ratio_lag10,rnd_to_rev_ratio_lag11,rnd_to_rev_ratio_lag12,revenue_yoy,netIncome_yoy,grossProfit_yoy,rnd_yoy,ebitda_yoy,operatingIncome_yoy,incomeBeforeTax_yoy,costOfRevenue_yoy,snaExpenses_yoy,operatingExpenses_yoy,rnd_to_rev_ratio_yoy,sna_to_rev_ratio_yoy,grossProfitRatio_yoy,operatingIncomeRatio_yoy,netIncomeRatio_yoy,net_plus_rnd_yoy,gics_sectors,gics_sector_code,quarter_int,time_idx,revenue_log,revenue_lag1,revenue_lag4,totalAssets_log,totalEquity_log,totalAssets_lag1_log,totalEquity_lag1_log
UNP,1995Q2,1995,Q2,0,1,0,0,1874.0,1048.0,826.0,591.0,202.0,594.0,298.0,224.0,224.0,0.0,224.0,17570.0,5350.0,15616.0,5204.0,0.0,0.1077908217716115,0.5592315901814301,0.1590181430096051,0.119530416221985,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrials,20.0,2.0,1,7.536363938404511,1978.0,,9.774005094757891,8.585038738311304,9.656115343487846,8.557374981049069
UNP,1995Q3,1995,Q3,0,0,1,0,1974.0,1077.0,897.0,659.0,226.0,555.0,338.0,261.0,237.0,0.0,237.0,18702.0,5514.0,17570.0,5350.0,0.0,0.1144883485309017,0.5455927051671733,0.171225937183384,0.1200607902735562,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrials,20.0,3.0,2,7.5883236773352225,1874.0,,9.836439217783001,8.615226931687603,9.774005094757891,8.585038738311304
UNP,1995Q4,1995,Q4,0,0,0,1,1974.0,2731.0,-757.0,1674.0,2205.0,2273.0,356.0,241.0,294.0,0.0,294.0,19446.0,6364.0,18702.0,5514.0,0.0,1.1170212765957446,1.383485309017224,0.1803444782168186,0.1489361702127659,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Industrials,20.0,4.0,3,7.5883236773352225,1974.0,,9.875448095504883,8.758569510991506,9.836439217783001,8.615226931687603
UNP,1996Q1,1996,Q1,1,0,0,0,1968.0,983.0,985.0,677.0,255.0,460.0,187.0,138.0,156.0,0.0,156.0,19609.0,6436.0,19446.0,6364.0,0.0,0.1295731707317073,0.4994918699186992,0.095020325203252,0.0792682926829268,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,-0.0050556117290192,-0.1832460732984293,-0.1269982238010657,,-0.2320534223706176,-0.3506944444444444,-0.5208333333333333,0.1561032863849765,0.2686567164179105,-0.0763983628922237,,0.275103142822473,-0.1225622391659085,-0.3473951275971093,-0.1790959009066529,-0.1832460732984293,Industrials,20.0,1.0,4,7.585281078639126,1974.0,1978.0,9.883794919190391,8.769817872052617,9.875448095504883,8.758569510991506
UNP,1996Q2,1996,Q2,0,1,0,0,2012.0,1093.0,919.0,610.0,235.0,625.0,342.0,284.0,244.0,0.0,244.0,19749.0,6596.0,19609.0,6436.0,0.0,0.1167992047713717,0.5432405566600398,0.1699801192842942,0.1212723658051689,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0736392742796157,0.0892857142857141,0.0429389312977099,,0.0521885521885521,0.1476510067114094,0.2678571428571428,0.1125907990314769,0.1633663366336633,0.0321489001692048,,0.0835728205027264,-0.0285946534533257,0.0689353810025752,0.014573274637887,0.0892857142857141,Industrials,20.0,2.0,5,7.607381425639791,1968.0,1874.0,9.890908770329268,8.794370279222871,9.883794919190391,8.769817872052617
UNP,1996Q3,1996,Q3,0,0,1,0,1996.0,1097.0,899.0,615.0,232.0,600.0,396.0,332.0,275.0,0.0,275.0,29307.0,8025.0,19749.0,6596.0,0.0,0.1162324649298597,0.5495991983967936,0.1983967935871743,0.1377755511022044,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0111448834853089,0.160337552742616,0.0185701021355617,,0.0810810810810811,0.1715976331360946,0.2720306513409962,0.0022296544035673,0.0265486725663717,-0.0667678300455235,,0.0152340078386861,0.0073433775629252,0.1586842323700654,0.1475482610791203,0.160337552742616,Industrials,20.0,3.0,6,7.599401333415815,2012.0,1974.0,10.285615795279854,8.990441550826862,9.890908770329268,8.794370279222871
UNP,1996Q4,1996,Q4,0,0,0,1,2810.0,2978.0,-168.0,2118.0,2536.0,2240.0,359.0,359.0,229.0,0.0,229.0,27914.0,8225.0,29307.0,8025.0,0.0,0.902491103202847,1.0597864768683274,0.1277580071174377,0.0814946619217081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.4235055724417427,-0.2210884353741496,0.0904430611497619,,-0.0145182578090629,0.0084269662921347,0.4896265560165975,-0.7780713342140027,0.1501133786848072,0.2652329749103943,,-0.1920555837993559,-0.2339734509930141,-0.291589027949938,-0.4528215556685306,-0.2210884353741496,Industrials,20.0,4.0,7,7.941295570906532,1996.0,1974.0,10.236919457744461,9.015055148790369,10.285615795279854,8.990441550826862
UNP,1997Q1,1997,Q1,1,0,0,0,2810.0,1307.0,1503.0,814.0,350.0,713.0,205.0,205.0,128.0,0.0,128.0,28186.0,8239.0,27914.0,8225.0,0.0,0.1245551601423487,0.4651245551601423,0.0729537366548042,0.0455516014234875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.4278455284552844,-0.1794871794871795,0.3296032553407935,,0.55,0.0962566844919785,0.4855072463768115,0.5258883248730966,0.3725490196078431,0.2023633677991136,,-0.0387272346661085,-0.0688045528431738,-0.232230193921632,-0.4253490281960033,-0.1794871794871795,Industrials,20.0,1.0,8,7.941295570906532,2810.0,1968.0,10.246616157728505,9.016755622903517,10.236919457744461,9.015055148790369
UNP,1997Q2,1997,Q2,0,1,0,0,2883.0,1482.0,1401.0,796.0,343.0,716.0,348.0,348.0,216.0,0.0,216.0,28751.0,8358.0,28186.0,8239.0,0.0,0.1189732917100242,0.514047866805411,0.1207075962539021,0.0749219562955254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4329025844930416,-0.1147540983606557,0.3559011893870083,,0.1455999999999999,0.0175438596491228,0.2253521126760562,0.5244831338411318,0.4595744680851064,0.3049180327868852,,0.0186138847683781,-0.0537380530535342,-0.2898722699916631,-0.3822009177598471,-0.1147540983606557,Industrials,20.0,2.0,9,7.96693349840484,2810.0,2012.0,10.26646260902334,9.031094081699155,10.246616157728505,9.016755622903517
UNP,1997Q3,1997,Q3,0,0,1,0,2825.0,1409.0,1416.0,991.0,398.0,576.0,369.0,369.0,240.0,0.0,240.0,28666.0,8484.0,28751.0,8358.0,0.0,0.1408849557522123,0.4987610619469027,0.1306194690265486,0.0849557522123893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4153306613226453,-0.1272727272727273,0.2844120328167729,,-0.04,-0.0681818181818182,0.1114457831325301,0.575083426028921,0.7155172413793103,0.6113821138211382,,0.2120964296612755,-0.0925003831850339,-0.3416251005631536,-0.3833757039420756,-0.1272727272727273,Industrials,20.0,3.0,10,7.946617563244473,2883.0,1996.0,10.263501914406909,9.046055177668327,10.26646260902334,9.031094081699155
