Ticker,Sector,RMSE,MAE,NRMSE,MAPE (%),MdAPE (%),sMAPE (%),Accuracy (%)
MMM,Industrials,2123.2585717378915,1763.1570323814328,0.33468766893724616,27.89582767189212,40.66221551079498,23.09062103774247,72.10417232810788
ABT,Healthcare,831.5136269606659,634.2574473827075,0.07987642910284977,5.709068143702231,4.325384534146701,5.986189745072518,94.29093185629777
MO,Consumer Staples,294.7674316354959,254.9309679971284,0.05585890309560277,4.977549102739422,5.304178679650011,4.985446454858044,95.02245089726058
AEP,Utilities,1006.0640914664427,916.3348315924823,0.2138650762013612,18.450471568051093,20.632027258920168,20.683701316978322,81.54952843194891
ADM,Consumer Staples,3103.0860444690225,2500.239156546554,0.13535226574496295,10.33413395609534,10.171244133849928,11.174109454568864,89.66586604390466
BA,Industrials,4045.5113767522234,3362.114625013259,0.23799925736864463,17.75550805633977,18.144059215317732,20.089918643017036,82.24449194366022
BMY,Healthcare,723.6493326257844,616.483947814649,0.06212648803449383,5.183157423438451,5.081821752385497,5.371384261197717,94.81684257656156
CPB,Consumer Staples,391.09332191490563,323.04570170804845,0.16850207751611615,13.027755388649357,13.124491563815557,14.339494599717264,86.97224461135065
CAT,Industrials,1888.4302149738778,1640.3229086690608,0.11905372682977411,10.239415598768339,12.429316838237913,10.898919783493286,89.76058440123165
CVX,Energy,20592.385606751497,19349.70858913843,0.421612251888774,37.85038992092562,38.646752979527136,47.4533373122424,62.14961007907438
CMS,Utilities,318.1298397147591,265.89937006086785,0.16314350754603027,12.791274324343696,11.774372585828031,13.980679772461436,87.2087256756563
KO,Consumer Staples,1771.9737541699208,1631.9667074901795,0.15681183665220527,14.129696433146014,15.568969712604016,15.381560843002331,85.87030356685399
CL,Consumer Staples,544.3837912550582,470.4033318394505,0.11289585052987525,9.610569957256148,11.876183822030349,10.257668731113725,90.38943004274385
COP,Energy,8235.482950883603,7633.966161706372,0.577482851895632,48.69928591574853,48.22253436774218,65.7946453282219,51.30071408425147
ED,Utilities,750.0781291366358,648.9312339168997,0.20443666643135336,16.284067929860665,17.917466658085075,18.146662489077716,83.71593207013933
CSX,Industrials,828.7046617659172,784.285463383394,0.22519148417552107,21.06162130352901,22.352352454791998,23.755386402821674,78.93837869647099
CVS,Healthcare,18182.809676992434,16320.859760835,0.20560183720606123,18.148250228749554,20.695420954783813,20.35413949655142,81.85174977125044
DE,Industrials,3630.9066026675664,3049.4880507116363,0.2898927427279497,22.062357810145844,23.091840870449616,25.736977730246007,77.93764218985416
DTE,Utilities,954.6794807009381,734.5393245274812,0.27784618181051735,17.52407003776347,13.084269406629229,19.664285918311283,82.47592996223653
ETN,Industrials,1300.536093231766,1146.5042471300712,0.2217074826511703,19.134826088570712,22.07305200185025,21.663151303133706,80.86517391142928
EIX,Utilities,782.183019751525,682.0958135866271,0.19515544404978186,15.462512370944715,15.953279698171913,16.940995944298965,84.53748762905528
ETR,Utilities,492.16077060053465,364.89006635576953,0.1666296851323239,10.775091425251034,7.43573437692788,11.793133822338264,89.22490857474897
EXC,Utilities,1224.1900521869914,822.0498915034977,0.22809578017272059,14.596394108901666,10.349093053056755,14.135856228423286,85.40360589109834
XOM,Energy,31964.869421396117,29965.415525503566,0.3913043460654701,34.03602795662255,32.63265939728037,41.66569566125147,65.96397204337745
F,Consumer Discretionary,8043.210274237856,7065.637436851801,0.18802651598377312,16.476323543412143,16.342908389844148,17.822686297238867,83.52367645658785
GE,Industrials,6532.304997181872,5807.393991212956,0.5345147694281871,54.40315355109685,49.64850407510977,39.62907926218786,45.59684644890315
GD,Industrials,2117.7416539270334,1740.3665719416788,0.200335034899918,15.136736962270788,11.475922728630692,16.84531843694327,84.86326303772921
GIS,Consumer Staples,447.3000584440786,390.6398464595917,0.09144996288110867,7.815086323854817,8.805952585189345,8.229163963922138,92.18491367614519
HAL,Energy,1760.154963115521,1656.4341642157951,0.3143133862706285,29.9271461300137,34.03201475317712,35.85680841556683,70.0728538699863
HIG,Financial ,1710.181697862886,1597.2338676615932,0.2839889900137637,25.771203458038787,26.387211732009607,30.03555353045586,74.22879654196122
HSY,Consumer Staples,622.2385273800166,538.7344549914616,0.23417859749932046,19.19015759929907,19.996211260250494,21.855563399780166,80.80984240070093
HON,Industrials,1064.5082152124753,928.454391347439,0.11641603403461007,9.786501418937535,8.851723305155033,10.435276775430435,90.21349858106247
IBM,Information Technology,3713.1774752393862,1910.1723703013895,0.2517067160547307,33.00232635126065,6.914630962093985,14.893582602027466,66.99767364873935
IP,Consumer Discretionary,790.0460979205983,506.03486261313594,0.1656281127716138,11.529979445038883,5.091463584583707,10.63424529475835,88.47002055496111
KMB,Consumer Staples,326.0453062580073,298.607799247139,0.06507890344471204,6.044420209226515,5.909129593173993,6.167893444667976,93.95557979077348
KR,Consumer Staples,5032.601278828174,3465.4360384892207,0.1471606900645704,8.544034147659806,4.779664166213067,9.273997492041797,91.4559658523402
LMT,Industrials,1332.1182413237987,1168.7667378677172,0.07747125567454483,6.687159560585743,7.356403533897926,6.839637044489575,93.31284043941426
MRK,Healthcare,4582.50105538087,4396.286813844193,0.30478889626743394,28.946437925508324,30.289461591435078,34.21319924906062,71.05356207449168
MSI,Information Technology,584.8742427477733,512.6452441585141,0.24339335944559862,19.916461087718716,23.24838741782358,22.719654368980777,80.08353891228128
NSC,Industrials,424.2088115283074,398.35668958570926,0.14028069164295873,12.922210827420361,12.858389865397976,13.920584328481333,87.07778917257964
NOC,Industrials,841.9723184724302,727.4703407941684,0.08613527554705173,7.292367653310791,6.188493436640483,7.584284618861547,92.70763234668921
OXY,Energy,2944.073543951035,2731.904864345517,0.41541887173007436,35.734359576773706,34.251366185136554,44.16221504978003,64.2656404232263
PEP,Consumer Staples,5724.195377362335,4988.805230437544,0.25439737688824193,21.154776636389688,22.737962780377885,24.369272859657567,78.84522336361032
PFE,Healthcare,5774.758303431976,4481.40751927974,0.32510039427078613,21.07283886320742,16.345489548759215,23.968976907701954,78.92716113679258
PPG,Materials,788.8718395612343,720.3149940022471,0.18134984817499633,18.29920214756212,15.239679506658899,18.537178274927772,81.70079785243789
PG,Consumer Staples,2196.5372881374874,2098.7420954536074,0.10687185754573471,10.104216574857178,10.283422033536969,10.687017746683473,89.89578342514282
PEG,Utilities,498.7408002569777,396.442640666245,0.2023289250535407,15.044126638461586,14.49495361476556,15.24642766137812,84.95587336153841
RTX,Industrials,4643.851902735433,4034.797943778027,0.25355456744392224,20.595636589353585,19.753757460448814,23.61981609697495,79.40436341064641
SPGI,Financial ,1203.6142830829262,1068.8628803451609,0.3881374663279349,32.59854154408496,36.517120477613574,40.54320231310466,67.40145845591505
SLB,Energy,2370.6065080074573,2098.6045808749004,0.28527154127646903,24.685872768936985,29.248616392708932,29.133011598029668,75.31412723106301
SO,Utilities,1470.5371009546657,1306.6220937555267,0.22126649126612502,18.79469275769849,19.326511591885282,21.189879802200327,81.20530724230152
UNP,Industrials,1046.5016410511962,1017.2375845134302,0.17352041801545282,16.77858910388072,17.277981202160085,18.391813898446575,83.22141089611928
XEL,Utilities,645.1939091469261,578.8437141971735,0.1860957338179768,15.846744354713257,15.57439477381627,17.48685599201746,84.15325564528675
SHW,Materials,540.179153418255,497.54731999029195,0.1004087797721579,8.786513931901204,8.705740207846212,9.192549665876228,91.2134860680988
CMI,Industrials,2203.974185116083,1902.1804524442748,0.26228420624968246,22.973876468742045,31.450901964726434,27.049839849684677,77.02612353125795
EMR,Industrials,513.7582692697999,424.7353432189386,0.12478947516876365,10.963416025860658,9.187448950034904,10.578304004217246,89.03658397413935
CLX,Consumer Staples,142.82731388694688,96.55854152886361,0.07926044055879407,5.607911496979728,3.059599731892555,5.483913222162738,94.39208850302028
NEM,Materials,1157.8877571463188,820.7269052244847,0.3660726389966233,19.08631109326948,13.218562681869555,22.1059786810406,80.91368890673053
