Ticker,Sector,RMSE,MAE,NRMSE,MAPE (%),MdAPE (%),sMAPE (%),Accuracy (%)
AAPL,Information Technology,32004.545071718836,29474.561049907526,0.3538388279837791,32.34376402867882,33.145224702086594,39.35958959689512,67.65623597132118
ABT,Healthcare,2401.09142472271,2130.0382670724966,0.2344586880893184,20.26692065913842,22.765752943767616,23.11265477614722,79.73307934086158
ADM,Consumer Staples,6211.231624620784,5247.458155212754,0.2889213705749737,23.089644792810834,27.038723335798416,27.230914318508916,76.91035520718917
ADP,Industrials,966.4179928066388,787.9731758779484,0.22924802941613018,16.960851217937215,18.671831040868067,19.283146000124997,83.03914878206278
ADSK,Information Technology,524.571246183473,451.2647747308729,0.4278721420746108,33.67514904476922,36.208084660531426,42.35766090505963,66.32485095523077
AEE,Utilities,384.135384847364,302.8207004344367,0.21825874139054777,15.447906568539786,13.613141549590138,17.359375640364522,84.55209343146021
AEP,Utilities,1214.9440530945838,1033.0654214318063,0.270149657148641,21.395770034864118,22.98660849978989,24.87002203115781,78.60422996513589
AIG,Financial ,2789.670569717985,2432.136960868123,0.25252743457209914,26.01792523127572,20.03140417474069,23.353858261883268,73.98207476872429
ALL,Financial ,3347.10323869238,2742.547096727066,0.2568372650930309,18.912132450394108,18.118189403308524,21.727422698452905,81.08786754960589
AMAT,Information Technology,2864.395536102552,2622.152371235121,0.445820316903121,41.38141361546474,48.291314139861896,54.032381483121085,58.61858638453526
AMD,Information Technology,3978.2191965180273,3470.3569469549443,0.7423435709121152,65.1145264610597,76.25225217350734,102.96204971913751,34.8854735389403
AMGN,Healthcare,1556.4028346490697,1221.0732632198064,0.23397517057262032,16.028469394771797,14.41739059077339,18.15967249705608,83.9715306052282
APD,Materials,669.9558275854329,566.1782376427105,0.2285368676736937,18.82911807401809,21.486124994412588,21.435301259593825,81.17088192598192
AVY,Industrials,348.31080383043417,313.71897562411067,0.1657044737537745,14.672532520314125,15.213749371642585,15.958799863685211,85.32746747968588
AXP,Financial ,4634.293506364898,3727.6703646459155,0.3239631951321146,23.39501021798953,25.152665392472638,26.440143814589124,76.60498978201048
BA,Industrials,7847.4639578841225,7432.684853200339,0.46528305216910454,46.615693392513634,46.17400396070554,36.560728548130264,53.384306607486366
BAC,Financial ,11619.592836976373,9924.594410685195,0.38275225103683974,27.05303097775903,31.23304565417651,29.06301705389146,72.94696902224098
BAX,Healthcare,556.8426723019811,420.5585577581463,0.18736294491991312,12.292229785634747,7.8422437648282886,13.609304334307787,87.70777021436525
BBWI,Consumer Discretionary,1218.6518299697905,1087.5554840897087,0.7367907073577936,60.48387831255205,66.50252072735103,44.1510512920556,39.51612168744795
BDX,Healthcare,735.3649071493832,647.651406337662,0.15371340032386774,13.061828547488135,12.72723682987659,14.137296413899836,86.93817145251187
BEN,Financial ,557.2953901251968,504.7720130484802,0.2793320586061835,24.997792249045833,27.125550231276165,28.96093378409248,75.00220775095417
BK,Financial ,3468.879961583771,2204.8751501702523,0.8330643519653637,27.5360871081299,15.46303925724694,37.01151164380285,72.4639128918701
BLL,Consumer Discretionary,587.355032644691,396.90270408755435,0.19890112856237413,19.208251013649267,8.987001606084116,15.01269956988018,80.79174898635074
BMY,Healthcare,6271.606912879076,5999.822653947476,0.5531981046907543,53.15396977896506,57.854015254226866,74.24310110028945,46.84603022103494
BSX,Healthcare,1041.8969211435108,814.9800641513054,0.32867410761624916,21.90896729213979,19.660015666141213,25.558620972966978,78.09103270786021
C,Financial ,10654.877458970066,8881.530075167038,0.3998678022581273,26.943447622448925,34.67478370036651,29.079246068436355,73.05655237755107
CAG,Consumer Staples,396.1759848190897,346.1666596220424,0.13641014523950343,11.53851816592123,11.725495764079678,12.429547852677231,88.46148183407877
CAT,Industrials,2421.781460213774,2073.7296844937523,0.1699615032783897,14.597335090511102,18.17838135379172,14.958116602665527,85.40266490948889
CI,Healthcare,25191.13650816323,22555.501575869115,0.553919180882256,49.768704669080236,59.17845047113869,37.63804917887941,50.231295330919764
CL,Consumer Staples,775.6863162925375,669.8899027743073,0.1741158959130274,14.132553165570327,13.04199219545017,15.55591888730235,85.86744683442967
CLX,Consumer Staples,273.81481412926115,243.9741862537499,0.15203487736216612,13.314562612378737,13.951722764910699,14.456972305755878,86.68543738762126
CMA,Financial ,230.58246363956727,211.6678762926986,0.2384513584690458,21.876201977133686,20.121528404056647,21.132440977400254,78.12379802286631
CMI,Industrials,1590.9902556970821,1316.9847364517832,0.24157155415989726,18.543636829521372,19.007550213981094,19.290882073052202,81.45636317047862
CNP,Utilities,570.2097456033617,410.22553716612055,0.29077498500936344,16.444975123838677,10.97191009455738,18.918701400006054,83.55502487616133
COP,Energy,5784.729938452583,4946.48083248797,0.42572342791084633,45.85401692331165,35.8691206855529,44.89617850692428,54.14598307668835
COST,Consumer Staples,20259.599985590514,17411.813746597632,0.3721659897788366,28.539226494565305,33.94278611258068,34.673997270275876,71.4607735054347
CPB,Consumer Staples,354.10823080810576,284.56016459563983,0.15822530420380063,13.948730601776067,11.90282310436983,13.775711506148458,86.05126939822394
CSCO,Information Technology,1135.2778294567443,888.1411483892475,0.0864907686619492,6.553431906111664,7.085353330463303,6.706974248431441,93.44656809388833
CSX,Industrials,603.4701453963603,516.1100646048665,0.17051996196562877,14.774569071041665,14.770780883263008,15.751185112630745,85.22543092895833
CVS,Healthcare,11713.569645954107,9143.137680421807,0.14526476568721305,10.486803904503814,9.345684072694297,11.25809700895486,89.51319609549618
CVX,Energy,12689.122615437469,10935.58829845097,0.2724156851746989,28.53368306071828,20.752518790251482,27.139831701692437,71.46631693928173
D,Utilities,634.4762373942677,522.3274848781692,0.16652919616647438,13.118362992763071,13.266444253726661,14.351746418087483,86.88163700723693
DE,Industrials,3019.620042125739,2349.147220887912,0.2562692049669644,18.178253900849914,14.644853920971338,20.660133129955284,81.82174609915009
DHR,Healthcare,1935.4692677948667,1675.755020129415,0.31975372010488445,24.787075472568198,22.360808492622084,29.298056659219718,75.2129245274318
DIS,Communication Services,6233.555101980904,5625.2319076746635,0.29346806186059543,26.363409842950457,30.437696251450173,30.89471421598357,73.63659015704954
DOV,Industrials,229.27993234851127,198.5080887968804,0.11559116587826788,9.96004357998806,10.19469409927881,10.481699220283703,90.03995642001195
DTE,Utilities,739.279888356101,573.3440750835285,0.22484181519346122,15.485538312766309,17.778192413792006,15.770411983941845,84.51446168723369
DUK,Utilities,1895.1713494294193,1633.79745161434,0.27264729527110054,22.473286087792303,24.888823978686368,26.280399970841977,77.5267139122077
ECL,Materials,227.68254278507922,183.2245785258848,0.0635878184620117,5.563500587583895,4.764335219957437,5.3733503424176385,94.43649941241611
EIX,Utilities,918.9947230666522,775.8837652246497,0.2317182861993576,18.43456001809478,23.289989849686872,21.001985868204507,81.56543998190523
EMN,Materials,211.95709457065846,168.78027178854987,0.09128212513809585,6.99153473530107,5.303365452981471,7.040424345735957,93.00846526469893
EMR,Industrials,573.9526221438659,491.24811938513085,0.13786995487481776,11.559986289926378,11.75058931619545,12.051025482143334,88.44001371007363
ES,Utilities,682.2341889594269,527.2125705185115,0.25947369602534026,17.32330842410014,17.790583770705947,19.75283185818176,82.67669157589987
ETN,Industrials,725.6941023440096,576.0313607378704,0.13656268391870707,10.588637640713042,10.887214794250614,10.642378332558625,89.41136235928695
ETR,Utilities,390.27825988242034,289.8588010051737,0.13709010651065714,9.149098781793379,6.969300651470989,9.699839868810189,90.85090121820662
EXC,Utilities,3210.7187693645074,2822.8237245216615,0.577155989459735,53.73438851640536,58.31053387514271,39.20731604451039,46.26561148359464
F,Consumer Discretionary,7135.616202280631,5393.444420290132,0.177547056538458,15.307041429811353,10.507718671176868,14.096111877770772,84.69295857018865
FDX,Industrials,2404.7510465370433,2081.3697114792467,0.1094710723602242,9.435744807237226,7.324360822495785,9.996361911750645,90.56425519276277
FITB,Financial ,620.1053454006809,495.6556589040364,0.2630909399239205,22.682432308362742,11.320588844083474,19.039504365586026,77.31756769163727
