Sector,Metric,count,mean,median,std,min,max,trimmed_mean_5%
Communication Services,RMSE,4,2296.2347432023917,1381.816037583963,2818.7796975669353,187.7517956607368,6233.555101980904,2296.2347432023917
Communication Services,MAE,4,2043.3326075393131,1207.160711073026,2563.021202511992,133.7771003365374,5625.2319076746635,2043.3326075393134
Communication Services,NRMSE,4,0.13274120455425087,0.0822346727279803,0.10746910194035336,0.07302741090044741,0.29346806186059543,0.13274120455425087
Communication Services,MAPE (%),4,11.262625537522332,6.590083286695624,10.081613744887642,5.506925733747624,26.363409842950457,11.262625537522332
Communication Services,MdAPE (%),4,11.32072388028099,5.667845618659072,12.795024824966962,3.5095080323556447,30.437696251450173,11.32072388028099
Communication Services,sMAPE (%),4,12.436711766840999,6.771920518979861,12.325195769271826,5.308291813420704,30.89471421598357,12.436711766840999
Communication Services,Accuracy (%),4,88.73737446247766,93.40991671330437,10.081613744887642,73.63659015704954,94.49307426625238,88.73737446247767
Consumer Discretionary,RMSE,12,2740.9601363311053,1342.6792385106264,2959.7320496006787,271.02320080066943,9925.69700761335,2740.960136331105
Consumer Discretionary,MAE,12,2326.7671489651916,1168.2644594331628,2558.0058176876737,228.96439158379133,8955.77803555664,2326.7671489651916
Consumer Discretionary,NRMSE,12,0.26127029683805986,0.20646145226974771,0.15843134507247525,0.1491326449235179,0.7367907073577936,0.26127029683805986
Consumer Discretionary,MAPE (%),12,22.683382399518297,19.156082767012403,12.689891514553995,12.441390026731531,60.48387831255205,22.683382399518294
Consumer Discretionary,MdAPE (%),12,22.068124370325062,15.904360490352534,15.730574863120024,8.987001606084116,66.50252072735103,22.068124370325062
Consumer Discretionary,sMAPE (%),12,22.05108956737727,17.952428388452468,9.475004096518624,13.025181877402867,44.1510512920556,22.051089567377264
Consumer Discretionary,Accuracy (%),12,77.3166176004817,80.8439172329876,12.689891514553993,39.51612168744795,87.55860997326847,77.3166176004817
Consumer Staples,RMSE,19,4427.545841570026,775.6863162925375,7536.546376027191,226.65903040958796,28761.535709360745,4427.545841570026
Consumer Staples,MAE,19,3848.0877019271975,669.8899027743073,6526.916386975698,189.92710774921008,24950.983889118103,3848.0877019271966
Consumer Staples,NRMSE,19,0.17520347256704633,0.15203487736216612,0.07883218676740997,0.06721798054851369,0.3721659897788366,0.17520347256704633
Consumer Staples,MAPE (%),19,14.6479369933443,13.948730601776067,6.002665790167167,5.627033232883971,28.539226494565305,14.647936993344297
Consumer Staples,MdAPE (%),19,15.688295319675087,13.951722764910699,7.8723603259673265,4.7286096283212,33.94278611258068,15.688295319675088
Consumer Staples,sMAPE (%),19,16.110671587503536,14.456972305755878,7.5937780197931755,5.553362279384959,34.673997270275876,16.11067158750354
Consumer Staples,Accuracy (%),19,85.35206300665568,86.05126939822394,6.002665790167166,71.4607735054347,94.37296676711603,85.3520630066557
Energy,RMSE,9,5435.339507175292,1832.4439911471684,7309.831639956164,398.6551086316972,21951.630307210173,5435.339507175292
Energy,MAE,9,4586.349818082978,1369.9411804600545,6226.536432472762,308.28401406778056,18540.11749978386,4586.349818082978
Energy,NRMSE,9,0.32281488353977633,0.27286455074038135,0.08826706835551765,0.23257316806030828,0.4618807287732934,0.3228148835397764
Energy,MAPE (%),9,30.29031462495835,28.53368306071828,7.907694678166103,22.361887091564007,45.85401692331165,30.29031462495835
Energy,MdAPE (%),9,23.874821563740053,22.377647406414322,11.960554556429614,9.962868748775739,44.59680982315467,23.874821563740053
Energy,sMAPE (%),9,30.48745540482986,26.223958761571236,11.292823804810668,18.457121918325853,50.976006971105136,30.487455404829866
Energy,Accuracy (%),9,69.70968537504166,71.46631693928173,7.907694678166105,54.14598307668835,77.638112908436,69.70968537504166
Financial ,RMSE,22,3890.879008353161,1800.9022981832125,5161.478774929589,230.58246363956727,20187.491257628677,3259.0632231250656
Financial ,MAE,22,3145.907235869349,1590.1051117869683,4115.745152124269,201.74642239328335,15163.487366627347,2692.2362700052518
Financial ,NRMSE,22,0.3586502185628876,0.2967057768465051,0.20247584490120174,0.1630578951208708,0.925103201082931,0.34010718560898623
Financial ,MAPE (%),22,42.36088992524668,23.96892046969065,87.26151143504183,11.192897173789428,430.84734996745703,24.49496656070902
Financial ,MdAPE (%),22,20.50151850857055,18.308027244385734,11.259109759745606,3.3085407901457025,57.97339968296071,19.487573335772286
Financial ,sMAPE (%),22,26.940244001516465,26.018983636924172,15.193722115966676,12.034482826021632,87.26050670243343,24.669518925245356
Financial ,Accuracy (%),22,72.67762598236502,76.03107953030936,18.68419649901698,0.0,88.80710282621057,75.50503343929097
Healthcare,RMSE,18,4837.39710860165,2869.9198070857897,5985.892964759437,336.3912665194362,25191.13650816323,4837.39710860165
Healthcare,MAE,18,4048.1578840726556,2383.224702383106,5278.005221373228,216.49065741767205,22555.501575869115,4048.157884072656
Healthcare,NRMSE,18,0.2772058695629257,0.23222014514856149,0.1587932051819434,0.078531203124599,0.553919180882256,0.27720586956292576
Healthcare,MAPE (%),18,19.995661295165938,18.245041107117792,12.956297776410963,6.248440318300251,53.15396977896506,19.995661295165938
Healthcare,MdAPE (%),18,19.665059577578834,17.0387031284573,15.68411889833293,5.050943237775876,59.17845047113869,19.665059577578834
Healthcare,sMAPE (%),18,22.3823437462285,20.0292629491624,15.752098176847399,6.4853491938639065,74.24310110028945,22.3823437462285
Healthcare,Accuracy (%),18,80.00433870483405,81.7549588928822,12.956297776410961,46.84603022103494,93.75155968169975,80.00433870483405
