Sector,Metric,count,mean,median,std,min,max,trimmed_mean_5%
Communication Services,RMSE,4,1511.1799343159946,1093.0322809518466,1378.9055175867413,349.9693497903801,3508.685825569906,1511.1799343159946
Communication Services,MAE,4,1340.1108671152977,929.9369842979779,1315.7435399111782,249.41982209742085,3251.149677767813,1340.1108671152974
Communication Services,NRMSE,4,0.1888968556830338,0.1308799131293654,0.1913372491815842,0.030104729126762583,0.46372286734664186,0.18889685568303383
Communication Services,MAPE (%),4,16.143871424095344,11.397879371008614,16.36780864881376,2.5525788069423663,39.22714814742178,16.143871424095344
Communication Services,MdAPE (%),4,14.850568100681404,10.56630038457112,15.171371002043703,2.65236449334077,35.6173071402426,14.850568100681404
Communication Services,sMAPE (%),4,14.446969257835695,11.975385395236282,12.777634246316735,2.512606142315505,31.324500098554708,14.446969257835693
Communication Services,Accuracy (%),4,83.85612857590465,88.60212062899139,16.36780864881376,60.77285185257822,97.44742119305764,83.85612857590465
Consumer Discretionary,RMSE,12,2093.444808982715,1601.5096601085675,1780.4029706423453,324.7556772640759,6839.441696920563,2093.444808982715
Consumer Discretionary,MAE,12,1631.4019313335684,1333.7307031441637,1343.208953293844,257.8707355515057,5018.382637556945,1631.4019313335684
Consumer Discretionary,NRMSE,12,0.2673566182497439,0.21334705701824608,0.24181608097854065,0.09758414910478096,0.9856728877631863,0.2673566182497438
Consumer Discretionary,MAPE (%),12,22.941784410608538,17.30352085154866,20.016655958842573,8.071274636065334,81.4024866478623,22.941784410608545
Consumer Discretionary,MdAPE (%),12,20.783327048094673,10.703813150390564,24.08544153951955,5.6856284295228,91.00188853283362,20.783327048094666
Consumer Discretionary,sMAPE (%),12,19.8007986574006,14.648750869949803,14.33049430216108,8.549889409022128,54.34659245820108,19.800798657400602
Consumer Discretionary,Accuracy (%),12,77.05821558939145,82.69647914845135,20.016655958842573,18.597513352137696,91.92872536393466,77.05821558939145
Consumer Staples,RMSE,19,3120.856318530875,1162.6569600073644,4599.268712018554,166.48096163075792,19568.41487565014,3120.856318530875
Consumer Staples,MAE,19,2676.7445132613134,1056.910558319114,3899.056023303346,131.41119580710568,16420.398257111196,2676.7445132613134
Consumer Staples,NRMSE,19,0.1631464348460907,0.16377424441776448,0.08548482982399293,0.04793113737830959,0.42224694389226947,0.16314643484609073
Consumer Staples,MAPE (%),19,13.855499994950515,12.550972889397494,7.801032366942361,3.616015180667156,38.91732311603434,13.855499994950515
Consumer Staples,MdAPE (%),19,13.973522985817244,14.84521570769013,8.86647194828185,2.49504647449257,39.26892076922622,13.973522985817244
Consumer Staples,sMAPE (%),19,14.378862836215083,13.868378022856662,7.318491549509426,3.5820769538506,31.792723876323688,14.378862836215083
Consumer Staples,Accuracy (%),19,86.1445000050495,87.4490271106025,7.80103236694236,61.08267688396566,96.38398481933284,86.14450000504951
Energy,RMSE,9,5299.662503237243,2631.8579965088184,6918.643099584743,427.9488137283189,21833.38795283419,5299.662503237243
Energy,MAE,9,4393.6609759877965,2508.345557586379,5747.355473403218,361.68754712934515,18428.907465729564,4393.6609759877965
Energy,NRMSE,9,0.36402466794018856,0.34293512863667,0.13851083715020948,0.22859157975327352,0.6732394247791288,0.36402466794018856
Energy,MAPE (%),9,34.90823096452968,31.738838000024256,11.64566595767543,19.921504898800226,55.681058262042946,34.90823096452968
Energy,MdAPE (%),9,29.079760715992613,24.899643258107268,15.338439994805443,12.340449375442853,59.56596460441011,29.079760715992613
Energy,sMAPE (%),9,34.257803010342776,30.309248248893205,15.160359425990068,20.32572085445711,70.07269867791588,34.25780301034277
Energy,Accuracy (%),9,65.09176903547032,68.26116199997574,11.64566595767543,44.318941737957054,80.07849510119978,65.09176903547034
Financial ,RMSE,22,3223.4179616309657,1216.1693025101426,3826.828150810283,109.6479847107155,11453.826628850484,2967.5860271160027
Financial ,MAE,22,2805.627860348026,955.8310060020679,3473.4923953335133,96.81518128789757,10484.672921672558,2557.116241234806
Financial ,NRMSE,22,0.305767964886124,0.2619346072264257,0.1837103946955436,0.06821652252193815,0.8243602757193209,0.29171592146267344
Financial ,MAPE (%),22,44.658482236575374,21.242636561967075,98.4412037441812,5.42549108162072,478.73136728629777,24.916487541836982
Financial ,MdAPE (%),22,21.222565863056904,18.880412679292085,14.320091699837329,4.946703882725599,76.70642751075853,19.26216587968839
Financial ,sMAPE (%),22,23.27180878386756,20.36993957533933,13.97338207831058,5.467783679617362,74.37867169744013,21.606666893401442
Financial ,Accuracy (%),22,72.5565799128018,78.75736343803293,23.530742317120215,0.0,94.57450891837928,75.083512458163
Healthcare,RMSE,18,8399.029257066142,1872.260836478467,16434.614232621523,290.67548254513207,62964.257239882325,8399.029257066144
Healthcare,MAE,18,6427.289168560242,1641.9028947683703,11739.026615941822,210.29567002989538,42063.34156670725,6427.289168560242
Healthcare,NRMSE,18,0.3058719748078202,0.2007688423416209,0.30432229604812727,0.065158518127667,1.3844992576604591,0.3058719748078202
Healthcare,MAPE (%),18,20.956354174263904,16.97818412755912,17.740804381845162,5.663977797285705,79.28353046211856,20.9563541742639
Healthcare,MdAPE (%),18,19.036702167281028,16.67210814101405,13.758996703297015,3.8677021034100605,53.079453641010765,19.036702167281028
Healthcare,sMAPE (%),18,20.08817602379142,15.289402455290482,13.870633874192531,5.671608544731054,51.05656417877811,20.08817602379142
Healthcare,Accuracy (%),18,79.04364582573609,83.02181587244088,17.740804381845162,20.716469537881437,94.33602220271429,79.04364582573609
Industrials,RMSE,32,1778.4018970481561,900.7589811288807,2581.533045104688,132.1131216041455,12083.61272206858,1489.7711620622758
Industrials,MAE,32,1535.582796713083,755.6747341160509,2419.0420128815435,118.01856597807335,11828.82263019167,1239.7269432882972
Industrials,NRMSE,32,0.20261071741099235,0.1541810426133504,0.14824462640037656,0.037276075615520834,0.7164480447093899,0.1909939612275615
Industrials,MAPE (%),32,19.127537286109728,13.374566501888706,16.407289091500832,3.0950331988775166,72.04920793361535,17.897898400767282
Industrials,MdAPE (%),32,15.832081621049666,12.115538167026099,14.067422212538823,3.0071416780816937,69.55629341786681,14.468772559254694
Industrials,sMAPE (%),32,16.966386002862244,13.14369776670202,12.799610700870277,3.098236746095668,53.79634079071959,16.200992485159215
Industrials,Accuracy (%),32,80.87246271389027,86.6254334981113,16.407289091500832,27.95079206638465,96.90496680112248,82.10210159923272
Information Technology,RMSE,14,4957.347632267985,2375.662709935081,7774.062051842293,330.6734050797596,30537.438271339786,4957.347632267984
Information Technology,MAE,14,3990.8921516510213,1968.9308501645614,6191.315689589028,282.581087893848,24271.241109657236,3990.8921516510213
Information Technology,NRMSE,14,0.28764451615976405,0.28361356529411536,0.15629031880487979,0.10032289515524608,0.7017825382646212,0.28764451615976405
Information Technology,MAPE (%),14,24.80114848016419,24.72629231645623,13.979148202261593,8.468815136820737,60.79142024363793,24.80114848016419
Information Technology,MdAPE (%),14,24.616712670845512,21.848538270956702,16.901915161590463,7.475687596369888,71.39364425521772,24.616712670845512
Information Technology,sMAPE (%),14,27.471852075369554,24.82107776245813,21.36187807008082,8.708446911408007,93.08409085918093,27.471852075369554
Information Technology,Accuracy (%),14,75.19885151983581,75.27370768354376,13.979148202261594,39.20857975636207,91.53118486317926,75.19885151983581
Materials,RMSE,9,14407.809943297347,654.084025135061,40883.299728522434,337.8965923629447,123423.08240865941,14407.809943297347
Materials,MAE,9,9556.694682165831,537.5657912903653,26839.21379314713,290.41164847686514,81121.68294870746,9556.694682165831
Materials,NRMSE,9,1.8588451738664356,0.20937388768727958,5.008736758675342,0.09436870702199199,15.214877022763723,1.8588451738664356
Materials,MAPE (%),9,122.99656976410155,16.01434367834909,324.16377651119734,8.099258634326256,987.3803707882771,122.99656976410155
Materials,MdAPE (%),9,61.67573526564565,15.040077841324928,143.73618627035836,6.197953232013605,444.7403021833307,61.67573526564565
Materials,sMAPE (%),9,27.436018132866273,15.347783835115711,37.311792310646545,8.266895100921694,126.18068319718103,27.436018132866277
Materials,Accuracy (%),9,75.60124921237369,83.98565632165091,28.576541081947042,0.0,91.90074136567374,75.6012492123737
Real Estate,RMSE,1,737.5227734313141,737.5227734313141,,737.5227734313141,737.5227734313141,737.5227734313141
Real Estate,MAE,1,591.3222649787069,591.3222649787069,,591.3222649787069,591.3222649787069,591.3222649787069
Real Estate,NRMSE,1,0.3914664402501667,0.3914664402501667,,0.3914664402501667,0.3914664402501667,0.3914664402501667
Real Estate,MAPE (%),1,26.16529022518288,26.16529022518288,,26.16529022518288,26.16529022518288,26.16529022518288
Real Estate,MdAPE (%),1,27.329044295681427,27.329044295681427,,27.329044295681427,27.329044295681427,27.329044295681427
Real Estate,sMAPE (%),1,31.670124723265303,31.670124723265303,,31.670124723265303,31.670124723265303,31.670124723265303
Real Estate,Accuracy (%),1,73.83470977481713,73.83470977481713,,73.83470977481713,73.83470977481713,73.83470977481713
Utilities,RMSE,16,1073.773367749353,575.4133750119778,1547.1652751194208,137.50869469887107,6641.987513017507,1073.7733677493532
Utilities,MAE,16,923.4033483712058,475.81402108507734,1393.4296167743885,114.23601124228233,5914.296825682488,923.4033483712057
Utilities,NRMSE,16,0.2650992417857076,0.18680869534208233,0.25773867812080253,0.07940473119387197,1.193957848825724,0.2650992417857076
Utilities,MAPE (%),16,22.403946428336283,16.330366096138594,24.100538121373212,7.05200831194181,109.17814353778228,22.403946428336283
Utilities,MdAPE (%),16,23.662576393656984,13.392555394488312,32.50627763720195,6.536581997427743,141.73070229762592,23.66257639365698
Utilities,sMAPE (%),16,19.36623089409492,15.163734817679348,13.489151833688407,6.683900987048771,64.18762947271209,19.36623089409492
Utilities,Accuracy (%),16,78.16968754277511,83.66963390386141,21.906864094888867,0.0,92.9479916880582,78.16968754277511
