Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,10813.875277291554,9849.451223020456,16.1256,15.3033,83.8744,21702.919060591663,18822.743868604837,18.5304,20.9161,81.4696,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,3159.4875204412733,2853.732192531966,37.4611,48.1579,62.5389,1160.308973155952,822.948015264095,7.5234,8.1003,92.4766,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,1097.9639208026365,906.4502717584827,5.5955,5.8305,94.4045,7278.170658597549,6894.601789247432,30.0241,35.7571,69.9759,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,328.09740211442954,286.6037945712978,8.2205,8.6563,91.7795,556.5318610806682,482.7104411347681,10.1767,10.8797,89.8233,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,144.52940690587687,123.34393257466016,22.554,19.3495,77.446,221.86352700798338,202.28057526351662,14.9521,16.3091,85.0479,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,134.58837547930045,108.52848518898287,6.7798,7.0327,93.2202,450.142842666624,381.13125019777135,19.1657,21.9216,80.8343,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,768.1501352444551,657.712618420601,17.3199,15.4871,82.6801,598.2144820680296,489.1107918356296,9.833,10.5249,90.167,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,1458.5869529526844,1056.6213519075307,8.7527,8.6202,91.2473,2633.0838790348066,2398.9991648368996,25.154,23.5679,74.846,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,913.5218515218904,750.9590318757677,7.1301,7.5093,92.8699,3129.8322238557053,2871.9049052749706,19.6146,22.0285,80.3854,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1137.746801747882,1053.1079144978114,27.1018,31.9125,72.8982,627.0896551048376,512.3668050770274,8.0457,8.563,91.9543,85,18,19
AMD,Information Technology,2.4317155525803327,0.9990244621701186,8,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.0726839272994626,0.01,6,0.347,0.463,0.574,0.739,786.1297551837731,666.5957232066972,38.7635,50.0305,61.2365,2774.438098673366,2554.1381487999247,43.0109,56.0953,56.9891,85,18,19
AMGN,Healthcare,0.6154492963114956,0.9879903016429434,8,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.8115253543593226,0.01,6,0.347,0.463,0.574,0.739,1625.573376451549,1436.012769720698,24.1243,20.9753,75.8757,1448.187794444908,1339.2912684321518,18.4941,16.6947,81.5059,85,18,19
APD,Materials,-1.5142869989693455,0.5264322985704262,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4415846216642978,0.01,6,0.347,0.463,0.574,0.739,537.7002267483467,499.29828588178054,22.4159,25.7301,77.5841,645.8635700477025,596.9293649235262,19.4555,21.8613,80.5445,85,18,19
AVY,Industrials,-0.4146611269944777,0.9076219650933162,9,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.666025572016704,0.01,6,0.347,0.463,0.574,0.739,204.16625134649001,180.58955255965805,10.3704,11.0917,89.6296,311.1567774478266,289.1911376913071,13.2795,14.3614,86.7205,85,18,19
AXP,Financial ,2.425159599415109,0.9990216623440418,9,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.5095202314562093,0.01,6,0.347,0.463,0.574,0.739,1260.1025543763435,1104.2182353806384,10.6259,10.926,89.3741,6197.037594355724,5493.808106278597,33.2185,41.2537,66.7815,85,18,19
BA,Industrials,-2.62563357657904,0.08781420846193316,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.1391196550645601,0.01,6,0.347,0.463,0.574,0.739,7016.133695801685,4791.461911395148,29.6985,21.7674,70.3015,10337.918593090737,9427.795738787414,52.2518,74.7883,47.7482,85,18,19
BAC,Financial ,-1.1829793541423734,0.6808743765157538,4,118,-3.4870216863700767,-2.8863625166643136,-2.580009026141913,1.2374302064677174,0.01,6,0.347,0.463,0.574,0.739,4933.66332323879,4284.908781912887,15.8687,17.6726,84.1313,19063.71735169045,15351.84875889286,35.8908,48.0942,64.1092,85,18,19
BAX,Healthcare,-1.6765324967022373,0.44324238645223507,7,114,-3.489057523907491,-2.887246327182993,-2.5804808802708528,1.1563181086968144,0.01,6,0.347,0.463,0.574,0.739,1489.7866903856243,1317.5651425125504,47.1336,67.8661,52.8664,497.2142431158848,443.9276860668078,13.5885,14.0474,86.4115,85,18,19
BBWI,Consumer Discretionary,-1.7865244300035015,0.3871721647761013,11,111,-3.490683082754047,-2.8879516565798817,-2.5808574442009578,0.47032240969941397,0.048350808626258124,3,0.347,0.463,0.574,0.739,448.67085487090606,280.88014065142187,11.975,9.9637,88.025,498.87897921905113,397.5453936042057,20.3014,23.7216,79.6986,85,18,19
