Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2099.825478966633,1385.00469291027,1893.0191496062946,761.9485044131093,4867.344025632882,4,1904.2307260824982,1157.910264047851,1820.5514230872532,706.7420386975317,4594.360337536759,4,18.774325,22.2346,9.952103772025625,4.2064,26.4217,4,21.754675,25.74185,11.985217731126122,4.3416,31.1934,4,81.225675,77.7654,9.952103772025627,73.5783,95.7936
Consumer Discretionary,12,3988.7009755649283,1962.8116788079694,4216.909770954341,289.9465819701876,11674.480311628544,12,3450.2299240510984,1803.033725764913,3649.149452813362,248.78344392796106,10088.331371231958,12,28.671358333333334,26.1314,17.165434103212842,8.0648,61.1327,12,32.49651666666667,25.44925,26.340622944170658,7.898,94.0739,12,71.32864166666667,73.8686,17.165434103212842,38.8673,91.9352
Consumer Staples,19,2770.3370826082605,625.9096618631212,2981.762816595071,186.2083546290844,8764.556433369306,19,2403.674186385025,516.7439445776218,2681.231776046875,152.6063304958739,8224.813194377404,19,15.175889473684212,11.1534,10.83624866141901,2.7184,43.4837,19,16.135363157894737,11.6981,13.617787034292505,2.7663,57.21,19,84.82411052631578,88.8466,10.836248661419008,56.5163,97.2816
Energy,9,11180.894638016583,3390.932073662698,15402.63249635508,529.7454429126673,44264.91018305933,9,10421.1635925261,3132.9621733668046,14415.40992500297,452.4797492405789,41409.904417100275,9,51.4183,54.7418,18.626807471155647,16.0077,79.5719,9,76.18113333333334,78.4714,35.23963099877749,17.8568,136.3018,9,48.5817,45.2582,18.62680747115565,20.4281,83.9923
Financial ,22,4295.271094224489,1659.2541510741903,5951.0420343342075,88.12358945601369,19063.71735169045,22,3428.307220991912,1346.4743029168903,4736.875167096441,78.20654897434342,15351.84875889286,22,49.59999545454545,21.258200000000002,121.91830511825952,5.8499,593.3334,22,28.21572727272727,23.6657,16.730319636549847,5.9394,83.6746,22,50.40000454545454,78.7418,121.91830511825952,-493.3334,94.1501
Healthcare,18,6686.131535899497,1561.8380898063783,14085.663314355374,323.2259364439952,61041.121892827265,18,5664.553102707946,1398.3377837645726,11850.22487945073,300.07340965853354,51326.90826038525,18,22.07961111111111,14.8676,21.82243374643434,4.5838,93.2387,18,22.165177777777778,15.1724,19.62553937610395,4.4035,71.0815,18,77.9203888888889,85.13239999999999,21.822433746434342,6.7613,95.4162
Industrials,32,1876.5824248214917,902.7495488174811,2327.5468979808757,119.8854521255249,10337.918593090737,32,1684.0092945801168,815.972847611753,2123.4666531956977,116.23893571880213,9427.795738787414,32,20.96505625,14.318,17.267843735085005,3.971,82.7454,32,26.073384375,15.3917,30.414048274770508,4.0734,152.4936,32,79.03494375,85.682,17.26784373508501,17.2546,96.029
Information Technology,14,4023.942948620436,2107.025036929099,5567.96745113888,221.86352700798338,21702.919060591663,14,3367.7452150276986,1757.536487470691,4818.9166498307495,202.28057526351662,18822.743868604837,14,22.26507857142857,13.88045,15.840019050793643,7.4979,49.5658,14,20.061957142857146,15.1682,13.840745610291057,7.8194,56.0953,14,77.73492142857143,86.11955,15.840019050793641,50.4342,92.5021
Materials,9,952.9562263678844,766.0000420175295,784.9327197991091,229.09705274961846,2807.3327816278907,9,788.3678296491412,688.8057019423068,644.8405910167289,156.3739876344501,2227.330882342476,9,16.948066666666666,16.897,12.710773393660986,4.1979,46.1527,9,19.655299999999997,17.8455,17.46171047986136,4.0473,61.1642,9,83.05193333333334,83.103,12.710773393660986,53.8473,95.8021
Real Estate,1,1025.2143634813726,1025.2143634813726,,1025.2143634813726,1025.2143634813726,1,885.4429678132788,885.4429678132788,,885.4429678132788,885.4429678132788,1,44.9965,44.9965,,44.9965,44.9965,1,35.7988,35.7988,,35.7988,35.7988,1,55.0035,55.0035,,55.0035,55.0035
Utilities,16,1008.4534356492953,634.5822176957693,1285.3925333380203,412.79211444464494,5722.873201036925,16,881.1845240111202,532.473549044615,1225.3262844541173,341.1336440520936,5389.897505346152,16,22.46444375,15.9123,22.351653218706026,8.0788,102.449,16,21.41648125,17.815350000000002,14.082976948984365,7.6834,65.2166,16,77.53555625,84.0877,22.351653218706026,-2.449,91.9212
