,count,mean,median,std,min,max
RMSE,156.0,3733.560768834178,1124.6174589143843,8148.689804163113,81.53657221598883,72614.75326522779
MAE,156.0,3172.751401399618,932.0075753143317,6722.727718409024,70.07041359964248,56389.80507817175
MAPE (%),156.0,27.85626794871795,17.082349999999998,48.375637048588544,3.2906,464.2274
sMAPE (%),156.0,23.68041346153846,17.20045,19.948545416775943,3.2249,110.1991
Accuracy (%),156.0,72.14373205128206,82.91765000000001,48.375637048588544,-364.2274,96.7094
