,count,mean,median,std,min,max
RMSE,156.0,3631.393691664336,1093.2103341555953,7174.9424373425445,88.12358945601369,61041.121892827265
MAE,156.0,3134.494325854767,945.3754217591429,6268.479601628502,78.20654897434342,51326.90826038525
MAPE (%),156.0,26.913116666666667,18.51225,49.05562983511788,2.7184,593.3334
sMAPE (%),156.0,26.663295512820515,19.019199999999998,25.019294923115854,2.7663,152.4936
Accuracy (%),156.0,73.08688333333333,81.48775,49.05562983511788,-493.3334,97.2816
