,count,mean,median,std,min,max
RMSE,156.0,3493.953163857666,1232.555349621177,6010.8800585502995,155.00926209646852,37820.11937010504
MAE,156.0,3057.954116332525,1078.2712262310097,5359.1782282634995,123.37908989467185,35006.74865568405
MAPE (%),156.0,25.63967564102564,19.8896,43.95930893225244,4.762,545.2233
sMAPE (%),156.0,25.4556,21.69775,17.511527560939633,4.5947,105.9258
Accuracy (%),156.0,74.36032435897437,80.1104,43.95930893225244,-445.2233,95.238
