Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,1563.0451937833068,800.0822337099899,1947.5335249121367,240.19555365723994,4411.820754056007,4,1352.201920170471,625.1763927541616,1781.4512556541035,184.4255511038552,3974.0293440697064,4,9.785775,7.6876999999999995,7.705583158712475,2.9257,20.842,4,9.02425,7.5504,6.462399103790067,2.8722,18.124,4,90.214225,92.3123,7.7055831587124715,79.158,97.0743
Consumer Discretionary,12,3041.175008089284,1540.4727409821985,3432.265114877237,297.88651076501924,10997.90303606931,12,2704.4188360199464,1428.88982243851,3111.2380104056947,247.7795967437739,10304.759931709354,12,25.851316666666666,20.0982,18.54606857211294,13.462,81.6616,12,24.53805,19.6995,13.107159330443661,13.7834,55.5734,12,74.14868333333334,79.90180000000001,18.54606857211294,18.3384,86.538
Consumer Staples,19,4690.115002117159,749.9582095536326,7397.347962014539,226.5314626681961,26377.42108683009,19,4114.825737116303,684.420485080437,6384.103905668362,180.44470697838824,22362.337507939206,19,17.046694736842106,15.8336,8.37430049075236,4.59,30.2857,19,19.289373684210528,17.5703,10.28624030731465,4.602,36.4227,19,82.95330526315789,84.1664,8.37430049075236,69.7143,95.41
Energy,9,5609.812563198273,1611.5973834625283,7683.9053267514955,431.1809317296731,22308.856831658308,9,5009.604956662423,1495.1771092382114,6878.793068421985,375.79002524814547,19965.598284576456,9,29.522844444444445,27.7419,10.089346027259536,19.4926,50.8322,9,31.879277777777776,28.1608,13.254333405510984,17.1834,59.13,9,70.47715555555556,72.2581,10.089346027259541,49.1678,80.5074
Financial ,22,4658.50936580552,1564.2025393702913,6535.829911950118,153.98586211343618,26272.495419857598,22,3814.337127860807,1284.4585294013295,5333.609259093351,113.55991386090548,20974.6298704119,22,41.88070454545454,27.25215,80.88904390026222,6.4629,401.9647,22,28.201495454545455,29.37545,11.665980060414055,6.6903,50.9414,22,58.11929545454545,72.74785,80.88904390026222,-301.9647,93.5371
Healthcare,18,4797.227380382327,2700.6349656452567,6409.154673029298,316.1369755393667,21954.338202393126,18,4103.054636984741,2426.0732033929926,5504.566477783943,196.3928934027789,18687.979422397897,18,18.599416666666666,18.7682,10.251264117759275,3.0344,39.1197,18,21.083194444444445,22.1711,12.782083702611072,3.0194,48.7258,18,81.40058333333333,81.23179999999999,10.251264117759273,60.8803,96.9656
Industrials,32,1714.8785892389963,1030.918550143344,1995.5916478048212,240.38934478983063,9032.119995364583,32,1509.3755187587003,887.3813755954816,1801.3895148384709,198.93084002060957,8105.546258433188,32,19.590346874999998,16.26315,13.566640978255936,5.9672,70.5393,32,20.278528125,16.20855,11.48163017983957,6.1947,47.5743,32,80.409653125,83.73685,13.566640978255936,29.4607,94.0328
Information Technology,14,5915.087384124845,3344.733976540536,9267.99613065607,296.6727908748636,36945.883826180725,14,5272.914740853564,2833.0638974491812,8533.275661340494,252.66192666844256,33993.563914013765,14,29.901207142857142,32.540350000000004,14.195820353376188,8.4823,56.013,14,34.37236428571428,27.12595,20.83467875721434,8.1683,81.4854,14,70.09879285714285,67.45965000000001,14.19582035337619,43.987,91.5177
Materials,9,1088.3634308024139,995.2841201537045,859.2436011123725,295.35861945269113,3134.1488686589973,9,966.3237094519797,782.4211168092635,789.6022230548505,232.48565482527388,2841.791675193271,9,20.064733333333336,16.0893,12.88722478852604,8.3196,48.4307,9,23.82008888888889,17.8492,18.800160710645834,8.678,67.549,9,79.93526666666668,83.9107,12.88722478852604,51.5693,91.6804
Real Estate,1,598.4636348870284,598.4636348870284,,598.4636348870284,598.4636348870284,1,431.0001253423333,431.0001253423333,,431.0001253423333,431.0001253423333,1,18.1909,18.1909,,18.1909,18.1909,1,21.2546,21.2546,,21.2546,21.2546,1,81.8091,81.8091,,81.8091,81.8091
Utilities,16,1113.9418916243524,800.8703030520389,1122.383163247763,346.53072338714105,5018.6929376434155,16,978.2328082814244,630.7986336363674,1042.2284212701006,279.3042278468696,4620.651521472562,16,24.31365,20.49025,17.76604256732489,12.2313,87.1812,16,23.73050625,21.876649999999998,11.008000697884471,12.9523,57.3408,16,75.68635,79.50975,17.766042567324895,12.8188,87.7687
