,count,mean,median,std,min,max
RMSE,156.0,3442.873210816106,1251.2694531853454,5644.209002390001,153.98586211343618,36945.883826180725
MAE,156.0,2985.902750140366,1085.1828683593444,4931.8832010741635,113.55991386090548,33993.563914013765
MAPE (%),156.0,24.541132051282055,19.8423,33.16209019979326,2.9257,401.9647
sMAPE (%),156.0,23.906058333333334,21.497149999999998,13.84589494434365,2.8722,81.4854
Accuracy (%),156.0,75.45886794871795,80.1577,33.162090199793255,-301.9647,97.0743
