Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2767.835196198384,2057.931752972985,2910.276121102646,428.55709014063314,6526.920188706932,4,2591.744557980129,1977.8850434455053,2703.393593189871,397.27708738658384,6013.931057642922,4,16.057175,13.35445,7.6595670640817985,10.3073,27.2125,4,18.027525,14.4933,9.704724726089177,10.8975,32.226,4,83.942825,86.64555,7.6595670640818,72.7875,89.6927
Consumer Discretionary,12,2608.5077090942327,1383.239029701523,2484.114514278548,270.63922917578964,7417.367823291273,12,2324.5623866024166,1264.7603195956974,2271.7838427939014,215.68604195502652,6706.76571905303,12,25.316533333333336,21.3256,16.043658367678734,6.7808,56.9353,12,25.626166666666666,23.9538,17.190661487475396,6.5076,70.3782,12,74.68346666666666,78.67439999999999,16.043658367678734,43.0647,93.2192
Consumer Staples,19,4424.149982670499,695.5838697495016,6677.595168806228,191.35885650701235,25292.806332442513,19,3945.0948171255263,597.4380451327271,5922.271197573243,153.24711165169228,22420.68424085473,19,15.441199999999998,11.8493,10.004471596685597,5.0636,40.4478,19,17.48323684210526,12.8389,12.897405603548963,5.1548,51.8966,19,84.55879999999999,88.1507,10.004471596685597,59.5522,94.9364
Energy,9,9351.237040697242,3021.39480050183,12997.63915890025,768.5629463645383,37820.11937010504,9,8654.48127420635,2730.6234770746332,12030.561770101674,711.8958569980542,35006.74865568405,9,43.379422222222225,43.7275,11.738730705210187,25.6865,68.1869,9,58.37606666666667,57.6574,21.17047550912591,29.9663,105.9258,9,56.620577777777775,56.2725,11.73873070521019,31.8131,74.3135
Financial ,22,4815.830120763403,1725.7966093854634,6663.509222361475,183.46765534803203,24591.797961986344,22,3845.408667164618,1437.3849707441307,5308.419427423339,164.56888829412506,19132.7525169025,22,49.3738,27.47625,111.12937753070474,9.9454,545.2233,22,30.469586363636367,30.285600000000002,13.52561894072893,10.6141,58.3927,22,50.6262,72.52375,111.12937753070474,-445.2233,90.0546
Healthcare,18,4221.916329752607,1667.2761495181985,5643.717750644774,285.84544321621763,20256.64213528098,18,3637.7967381819144,1509.4521972105258,4878.610897031153,263.43898490141254,17967.43435933404,18,16.855844444444443,14.5002,10.744388745059783,4.762,40.7868,18,18.93502777777778,15.90005,13.967519223785951,4.5947,53.4658,18,83.14415555555556,85.4998,10.744388745059782,59.2132,95.238
Industrials,32,1699.9389293340441,1068.03090680911,1661.9784495705646,155.00926209646852,6303.635687166351,32,1489.3177530380585,936.1455662553965,1435.4371198154479,123.37908989467185,5191.285085738846,32,19.905181250000002,19.14945,11.861872863341974,4.8935,65.3652,32,22.622446875,21.58245,16.684906040741645,4.8392,101.269,32,80.09481875,80.85055,11.861872863341974,34.6348,95.1065
Information Technology,14,4982.255956991962,2170.142167506842,9210.845999588168,261.3241581252148,36377.7209094896,14,4498.863289407195,1991.3913904306962,8588.648718627333,235.12511197219493,33843.75054112214,14,24.00617142857143,18.18105,13.667472408235918,7.596,51.5256,14,25.31790714285714,20.574199999999998,16.650016520502977,7.8677,71.2187,14,75.99382857142858,81.81895,13.667472408235916,48.4744,92.404
Materials,9,1220.9918537897067,857.8266047587065,971.6282421142389,416.3274080819084,3654.7441784849634,9,1119.0941725020775,811.4826679855574,894.2636426686984,365.1812660884941,3323.837543417779,9,23.58541111111111,18.1325,13.288167588915751,12.6692,53.7236,9,28.191944444444445,20.3689,19.995831341751654,13.6378,74.9367,9,76.41458888888889,81.8675,13.288167588915753,46.2764,87.3308
Real Estate,1,474.1133453700068,474.1133453700068,,474.1133453700068,474.1133453700068,1,350.42442391399794,350.42442391399794,,350.42442391399794,350.42442391399794,1,14.788,14.788,,14.788,14.788,1,15.7312,15.7312,,15.7312,15.7312,1,85.212,85.212,,85.212,85.212
Utilities,16,1056.7407170288036,853.1927698551492,946.7427138242091,229.39206341119117,4219.762908276954,16,924.2577620771796,747.7955157568907,915.13770386624,179.74792898770087,4046.2888419080787,16,22.3891875,18.19735,15.771170451126956,9.1481,77.4657,16,23.43089375,20.60995,11.081327788098847,9.7093,54.2905,16,77.6108125,81.80265,15.771170451126956,22.5343,90.8519
