Ticker,Sector,ADF Statistic,ADF p-value,ADF Lags Used,ADF Observations Used,ADF CV 1%,ADF CV 5%,ADF CV 10%,KPSS Statistic,KPSS p-value,KPSS Lags Used,KPSS CV 10%,KPSS CV 5%,KPSS CV 2.5%,KPSS CV 1%,Val RMSE,Val MAE,Val MAPE (%),Val sMAPE (%),Val Accuracy (%),RMSE,MAE,MAPE (%),sMAPE (%),Accuracy (%),Train N,Val N,Test N
AAPL,Information Technology,1.1744354155964434,0.9958044082410052,6,113,-3.489589552580676,-2.887477210140433,-2.580604145195395,1.6590401884757853,0.01,6,0.347,0.463,0.574,0.739,15427.898309314687,10838.700853613853,15.0383,16.9024,84.9617,36377.7209094896,33843.75054112214,33.6411,41.0191,66.3589,84,17,19
ABT,Healthcare,-1.3000699241079818,0.6291403227093825,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.340482256527012,0.01,6,0.347,0.463,0.574,0.739,2462.1338441646067,2215.6944902236887,29.0363,35.1291,70.9637,1876.3239838377501,1793.6187752705898,16.737,18.3814,83.263,85,18,19
ADM,Consumer Staples,-1.513447194747873,0.5268490265733493,4,116,-3.4880216384691867,-2.8867966864160075,-2.5802408234244947,1.489194080887477,0.01,6,0.347,0.463,0.574,0.739,1698.6716898371747,1571.0016693981913,9.8006,10.384,90.1994,7710.664107189027,7347.253649358748,32.0586,38.6048,67.9414,84,18,19
ADP,Industrials,1.757424566795301,0.9982607298389934,12,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.7331486323464873,0.01,6,0.347,0.463,0.574,0.739,535.3015455415122,475.63053906401547,13.6279,14.8643,86.3721,913.8609100607202,783.5672319348397,16.4604,18.4301,83.5396,85,18,19
ADSK,Information Technology,1.9849888955612216,0.9986531255202751,13,109,-3.49181775886872,-2.8884437992971588,-2.5811201893779985,1.5391480105129396,0.01,6,0.347,0.463,0.574,0.739,153.1048080563163,138.51779747406448,21.647,21.1699,78.353,261.3241581252148,235.12511197219493,17.2643,19.1476,82.7357,85,18,19
AEE,Utilities,-1.3265766684600506,0.616927464874951,7,103,-3.4954932834550623,-2.8900369024285117,-2.5819706975209726,0.9327381907056318,0.01,5,0.347,0.463,0.574,0.739,130.74314533804835,97.63367845785307,6.0242,6.3138,93.9758,442.1629295693798,379.15589267407654,19.248,21.9414,80.752,74,18,19
AEP,Utilities,-4.001501560434186,0.0014026690192578092,0,121,-3.485585145896754,-2.885738566292665,-2.5796759080663887,0.11083591543563516,0.1,5,0.347,0.463,0.574,0.739,305.4977435167535,250.0718508419565,6.4268,6.3352,93.5732,968.7715466892811,847.4512066229432,17.0854,19.0589,82.9146,85,18,19
AIG,Financial ,-2.635756316928787,0.0858300231814807,2,119,-3.4865346059036564,-2.8861509858476264,-2.579896092790057,0.3209076389299198,0.1,5,0.347,0.463,0.574,0.739,2303.5446522282987,2031.6679056491485,17.3303,15.8005,82.6697,3420.9679059968184,2926.495258527028,35.368,28.1809,64.632,85,18,19
ALL,Financial ,2.5909636493115666,0.9990734290411671,4,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4506555451994387,0.01,6,0.347,0.463,0.574,0.739,1448.4717431118913,1274.0467657190738,12.1842,13.1831,87.8158,3943.8634226579707,3604.125478317366,24.5754,28.5333,75.4246,85,18,19
AMAT,Information Technology,0.7388640446327687,0.9905823958150047,5,117,-3.487517288664615,-2.8865777180380032,-2.5801239192052012,1.4650596778627334,0.01,6,0.347,0.463,0.574,0.739,1622.686183080271,1534.3958660602552,39.5411,50.1569,60.4589,2371.733834504505,2247.3118929900156,34.1673,42.0219,65.8327,85,18,19
