Sector,RMSE_count,RMSE_mean,RMSE_median,RMSE_std,RMSE_min,RMSE_max,MAE_count,MAE_mean,MAE_median,MAE_std,MAE_min,MAE_max,MAPE (%)_count,MAPE (%)_mean,MAPE (%)_median,MAPE (%)_std,MAPE (%)_min,MAPE (%)_max,sMAPE (%)_count,sMAPE (%)_mean,sMAPE (%)_median,sMAPE (%)_std,sMAPE (%)_min,sMAPE (%)_max,Accuracy (%)_count,Accuracy (%)_mean,Accuracy (%)_median,Accuracy (%)_std,Accuracy (%)_min,Accuracy (%)_max
Communication Services,4,2910.8972490763804,1744.1947100203274,3172.5486891923006,674.0568902273441,7481.142686037522,4,2741.799180546089,1640.7053026923377,2998.693668205434,636.1145512747551,7049.6715655249245,4,20.904175,21.9703,10.315520768684763,7.4255,32.2506,4,24.325525,25.2297,12.972093783291113,7.7351,39.1076,4,79.09582499999999,78.02969999999999,10.315520768684769,67.7494,92.5745
Consumer Discretionary,12,3572.4079147080533,1659.6732652145436,3557.281414778887,315.9398936185435,9391.962223108772,12,3111.593299233608,1524.2681856372155,3061.2239600470675,255.46610924231913,7981.396792367441,12,28.56271666666667,26.5126,14.565275319985192,8.5125,61.6303,12,30.885416666666668,26.137349999999998,22.078227656174732,8.4536,92.6339,12,71.43728333333333,73.4874,14.565275319985188,38.3697,91.4875
Consumer Staples,19,2849.083800290954,557.7978133674582,3398.395682791041,228.8495694481572,10623.431242560646,19,2542.699076133991,428.3229454590035,3122.089405975218,189.54832892269945,9903.358455112346,19,14.515931578947368,8.3633,12.586527220628176,2.0581,52.0952,19,16.537342105263157,8.3311,17.23967648962757,2.0798,73.6472,19,85.48406842105264,91.6367,12.586527220628177,47.9048,97.9419
Energy,9,9849.892994357457,2662.0250119581387,13844.481934418836,741.5858172670454,39227.83836929647,9,9144.27101687458,2419.44804933706,12857.90820583357,679.2329066561837,36418.80548095208,9,44.75467777777778,44.1207,13.20745792467061,24.4201,68.9835,9,61.145555555555546,57.7539,23.52206950414393,28.3563,107.9343,9,55.24532222222222,55.8793,13.207457924670608,31.0165,75.5799
Financial ,22,4816.594172422762,1781.6564411603931,6666.462756178282,189.90940659456078,23793.588666748972,22,3834.0767648042874,1419.092188964672,5320.982554512811,171.04807231721827,18569.088649281653,22,48.908649999999994,25.46705,112.16063241786732,8.7517,549.0914,22,29.845399999999998,29.235950000000003,14.416990545285696,9.2967,58.5332,22,51.091350000000006,74.53295,112.16063241786732,-449.0914,91.2483
Healthcare,18,3268.659570436113,1764.7374736335819,3265.0084756369606,287.3193153832332,10007.482015669888,18,2678.0752685737557,1522.9078931470895,2608.612885183231,277.65810367611584,8465.474941465649,18,15.769072222222222,11.35905,10.969750238231635,3.0926,39.7404,18,17.68455,11.5227,14.159234998538004,2.9987,51.9811,18,84.23092777777778,88.64095,10.969750238231638,60.2596,96.9074
Industrials,32,1717.275616303835,992.1998394841281,1694.6639115781602,229.78920418773657,6310.399790575643,32,1510.1759246411275,838.1665188257605,1480.8123946999601,212.0220862297528,5181.892227014455,32,20.611846875,18.5428,13.443590815652625,5.1041,74.5747,32,24.016503125,20.320149999999998,21.10604863912444,5.0289,126.6001,32,79.388153125,81.4572,13.443590815652623,25.4253,94.8959
Information Technology,14,4065.601794657166,2143.01994925789,6411.162138520828,460.3446233420346,25604.47532722309,14,3599.1911241446373,1841.771213776965,5854.939082100994,413.54903415383814,23345.099804216658,14,23.589100000000002,20.349600000000002,14.996656076298114,7.0567,55.5701,14,25.059450000000002,21.1422,18.603020651072523,7.3767,79.3737,14,76.4109,79.6504,14.99665607629812,44.4299,92.9433
Materials,9,1245.1462777505367,838.9297865669656,972.4714926714925,406.1482674726785,3639.947595965207,9,1120.853610760386,762.8134606512258,900.8165961437967,353.44674901242644,3313.8853456230954,9,23.178733333333334,19.1057,13.174720781196847,9.5722,52.3758,9,27.934366666666666,21.7166,19.357696869397973,10.1742,72.4394,9,76.82126666666666,80.8943,13.174720781196843,47.6242,90.4278
Real Estate,1,498.9668551652293,498.9668551652293,,498.9668551652293,498.9668551652293,1,355.43074933484735,355.43074933484735,,355.43074933484735,355.43074933484735,1,14.8467,14.8467,,14.8467,14.8467,1,15.9841,15.9841,,15.9841,15.9841,1,85.1533,85.1533,,85.1533,85.1533
Utilities,16,985.6754495227295,775.3163186305283,689.5245397892501,277.2361606718358,2985.2154811301034,16,863.4385761427653,687.5922560823574,661.8338391844155,226.96747409145763,2853.987651210888,16,21.2283,19.2835,10.276183714395145,11.8209,55.2117,16,22.90461875,22.241750000000003,7.912261945968739,12.9227,42.1176,16,78.7717,80.7165,10.276183714395145,44.7883,88.1791
