Ticker,Sector,RMSE,MAE,NRMSE,MAPE (%),MdAPE (%),sMAPE (%),Accuracy (%)
COP,Energy,11326.575397867324,10843.433602744102,0.7942343031952409,71.48125739152259,75.32074720401982,114.0482034839342,28.51874260847741
PFE,Healthcare,192049.58885087745,131195.38424032333,10.811776662212317,862.2856780907582,589.4630760572059,113.00360401348138,0.0
WY,Real Estate,7633.79419398469,6028.892836863557,3.9369748292855533,325.17931786292667,238.27182517357025,100.09325923205459,0.0
PCAR,Industrials,170833.07800061023,111425.41187072062,21.643069730984944,1615.9237558720508,781.7532851608017,141.5815020351478,0.0
HES,Energy,2067.4992430284005,1960.948037165345,0.7046691353198367,71.836249167165,74.82084387372154,115.0467993942808,28.163750832835007
RVTY,Healthcare,15773.146118473707,11533.681353733282,22.15942629979603,1639.0286338817664,1029.6494401031464,149.80221957583828,0.0
LUV,Industrials,5939.443739089361,5808.602148518182,0.9239956034675422,93.27464390783744,96.48460628363824,176.17396070906085,6.725356092162556
MAR,Consumer Discretionary,5292.031070706359,5129.867140708935,0.8927177919545133,91.1361528516234,96.01584846637802,169.77859811102124,8.863847148376607
CCL,Consumer Discretionary,5224.2610827956105,4758.571210017059,0.9681729212000769,99.94284413924764,99.99937930423005,199.77196128471473,0.0571558607523599
DVN,Energy,3513.697879510189,3375.8089837694824,0.8680083694442163,80.62255723642468,85.77001623310954,140.8925158265916,19.377442763575317
EOG,Energy,4367.824883284529,4195.18947245013,0.7447271753255806,68.94090168145546,68.96661935823633,108.63221260583964,31.059098318544542
VLO,Energy,25044.817902940882,24230.235206590172,0.7257474253945609,67.58650511779561,69.98245835937557,103.56812306287293,32.41349488220439
