Metric,count,mean,median,std,min,max,trimmed_mean_5%
RMSE,224,7746.724344,1952.35456,19953.07008,48.46096054,192049.5889,4730.879842
MAE,224,6228.571064,1711.079255,14347.21913,41.37253407,131195.3842,3976.364233
NRMSE,224,0.762229288,0.307491016,2.207906024,0.03135774,22.1594263,0.461692821
MAPE (%),224,60.94316049,25.1540295,165.6863246,2.378961352,1639.028634,38.26088586
MdAPE (%),224,50.3112541,22.59800708,99.2029818,1.904531805,1029.64944,36.39412097
sMAPE (%),224,37.47544523,26.78695487,32.90737144,2.424097321,199.7719613,33.71525879
Accuracy (%),224,61.55048577,74.8459705,31.51748829,0,97.62103865,63.0669304
