Ticker,Sector,RMSE,MAE,NRMSE,MAPE (%),MdAPE (%),sMAPE (%),Accuracy (%)
MMM,Industrials,9498.346379911321,8192.07784439191,1.4972172729998918,126.67841110055748,150.4568117157361,69.01370024323906,0.0
ABT,Healthcare,18491.84341648058,15345.597824954179,1.7763538344361756,144.84875486762277,136.53952133794266,74.57351832116852,0.0
MO,Consumer Staples,435.28746963065674,366.0411872284217,0.08248767664026088,7.171705212258654,6.741725960687182,6.863448085949271,92.82829478774134
AEP,Utilities,919.3023140915165,819.2749025687159,0.1954216049682235,16.440158538353984,16.033006557954536,18.278348825737766,83.55984146164602
ADM,Consumer Staples,74213.59896185878,55217.314189709854,3.2370932112823314,254.44705469258594,160.85003421010836,86.93550454190792,0.0
BA,Industrials,9837.240312716316,8927.778215734972,0.5787292806633905,48.66107555519898,50.687704713478595,68.01931816311739,51.33892444480102
BMY,Healthcare,9808.606842652724,8267.46709327274,0.8420850654749932,70.66166928016602,70.76982614924961,48.16709359274453,29.338330719833976
CPB,Consumer Staples,194.44700440154426,163.91862460387125,0.08377725308123404,6.906476280666368,6.195106098685411,7.169311154600699,93.09352371933363
CAT,Industrials,24935.178367951885,19049.339219909605,1.5720072101848364,119.8615497294146,77.98567873196244,63.450530982359666,0.0
CVX,Energy,25200.30515656103,23637.32009390005,0.5159556356529428,46.96980010597499,43.96887560717187,63.15311737382488,53.03019989402501
CMS,Utilities,281.2622778340104,246.8103539943664,0.1442370655559027,12.326906474439191,10.933923403538834,13.36627608992691,87.6730935255608
KO,Consumer Staples,13017.056681219356,10557.00016683123,1.1519519186919775,90.5631790230844,87.82350711833297,56.42867808768126,9.436820976915598
CL,Consumer Staples,236.24758603191148,189.23536877315127,0.04899369266526578,3.969192456419955,3.8121313153409773,3.8759739155754835,96.03080754358004
COP,Energy,11326.575397867324,10843.433602744102,0.7942343031952409,71.48125739152259,75.32074720401982,114.0482034839342,28.51874260847741
ED,Utilities,671.0583547143027,623.7575207843937,0.18289952431569978,16.320360822407885,15.907683805998287,17.969429073569167,83.67963917759212
CSX,Industrials,5606.610703227682,4405.537853869453,1.523535517181436,118.85399389230157,115.94920829365915,64.17035758816957,0.0
CVS,Healthcare,13872.91742276189,12757.941752819901,0.1568677976724888,14.297820338953427,13.952047478940349,15.56154135618015,85.70217966104657
DE,Industrials,12894.882763218971,9606.51258526263,1.0295315579416353,81.5967400913717,34.725607208282675,47.794927066692814,18.4032599086283
DTE,Utilities,903.399966292795,658.1876900230097,0.26292199251827547,15.629943365551144,13.046188051625993,17.464054689229446,84.37005663444886
ETN,Industrials,1175.4055980129347,967.6255950091536,0.20037599693367436,16.10055682736833,15.835841360053623,18.17564761312028,83.89944317263166
EIX,Utilities,435.24723590886936,341.7642905576705,0.10859461973774195,7.918557841479314,7.347121654512913,8.18884290240987,92.08144215852069
ETR,Utilities,430.4866957278613,356.20435688578556,0.14574884234527838,11.352763337693954,9.380075363295335,11.144671406410145,88.64723666230604
EXC,Utilities,1792.70928344699,1512.2645858828926,0.33402446123476615,27.318301243075062,22.575212483180497,28.046944186748025,72.68169875692493
XOM,Energy,42357.18857499591,39871.68261299893,0.5185240007711771,45.90273122217221,46.78525574490772,61.1612915408766,54.09726877782779
F,Consumer Discretionary,15102.53581849845,11897.396527847795,0.35305271100120306,27.013663911829518,21.751649105002667,34.374318174500544,72.98633608817048
GE,Industrials,3032.1401771241585,2584.2237931037866,0.2481090072108796,22.144531872876065,22.588719889190166,19.685997544029163,77.85546812712394
GD,Industrials,783.3821964538855,696.2454491863026,0.07410672561289239,6.725365760073257,6.827316757524117,6.449342026219074,93.27463423992674
GIS,Consumer Staples,1143.3782479794424,1083.2933559946493,0.2337623176274621,22.13019255269975,22.607294265311147,25.2636636051281,77.86980744730025
HAL,Energy,8148.153075174192,5999.500949235587,1.455027334852533,107.35525673657524,60.2946789506989,57.3717918477709,0.0
